FN,FP,TN,TP,sr
12.0,16.7,360.3,24.0,101
10.7,8.0,369.0,25.3,201
11.7,7.7,369.3,24.3,301
10.9,7.4,369.6,25.1,401
10.2,8.6,368.4,25.8,501
9.3,7.2,369.8,26.7,601
8.4,7.7,369.3,27.6,701
7.8,9.1,367.9,28.2,801
7.3,6.7,370.3,28.7,901
5.6,7.1,369.9,30.4,1001
6.7,7.3,369.7,29.3,1101
6.6,8.1,368.9,29.4,1201
8.8,5.7,371.3,27.2,1301
7.4,5.2,371.8,28.6,1401
5.7,7.2,369.8,30.3,1501
5.8,6.8,370.2,30.2,1601
5.7,5.8,371.2,30.3,1701
5.9,5.4,371.6,30.1,1801
5.7,6.0,371.0,30.3,1901
5.0,6.1,370.9,31.0,2001
5.6,5.4,371.6,30.4,2101
6.4,5.7,371.3,29.6,2201
5.9,5.9,371.1,30.1,2301
5.9,5.4,371.6,30.1,2401
5.7,4.7,372.3,30.3,2501
5.3,4.7,372.3,30.7,2601
7.2,5.2,371.8,28.8,2701
3.7,5.3,371.7,32.3,2801
5.2,5.6,371.4,30.8,2901
5.7,4.8,372.2,30.3,3001
5.0,4.7,372.3,31.0,3101
5.0,4.7,372.3,31.0,3201
5.0,4.7,372.9,30.4,3301
5.4,4.5,372.5,30.6,3401
5.4,3.3,373.7,30.6,3501
3.9,5.8,372.2,31.1,3601
4.6,4.9,372.1,31.4,3701
