FN,FP,TN,TP,sr
14.1,10.2,366.8,21.9,101
9.4,9.8,367.2,26.6,201
10.0,6.4,370.6,26.0,301
8.5,7.2,369.8,27.5,401
10.5,5.6,371.4,25.5,501
9.8,7.6,369.4,26.2,601
10.7,5.7,371.3,25.3,701
10.0,7.0,370.0,26.0,801
10.3,6.5,370.5,25.7,901
10.1,7.6,369.4,25.9,1001
8.5,6.1,370.9,27.5,1101
8.6,6.0,371.0,27.4,1201
8.9,4.0,373.0,27.1,1301
6.0,5.0,372.0,30.0,1401
7.8,5.1,371.9,28.2,1501
7.6,5.0,372.0,28.4,1601
6.7,4.0,373.0,29.3,1701
5.8,5.6,371.4,30.2,1801
6.9,6.7,370.3,29.1,1901
6.5,4.9,372.1,29.5,2001
7.4,5.4,371.6,28.6,2101
6.6,5.4,371.6,29.4,2201
5.8,4.0,373.0,30.2,2301
6.1,5.9,371.1,29.9,2401
6.9,4.5,372.5,29.1,2501
7.0,5.7,371.3,29.0,2601
5.4,4.7,372.3,30.6,2701
4.5,4.6,372.4,31.5,2801
4.9,5.1,371.9,31.1,2901
6.6,3.6,373.4,29.4,3001
6.3,3.9,373.1,29.7,3101
5.2,4.6,372.4,30.8,3201
6.0,4.2,373.4,29.4,3301
4.9,4.0,373.0,31.1,3401
5.6,4.2,372.8,30.4,3501
5.8,3.9,374.1,29.2,3601
5.8,3.7,373.3,30.2,3701
