FN,FP,MSE,TN,TP,sr
14.7,9.6,0.0035168943351368844,367.4,21.3,101
9.1,8.1,0.002294654020910896,368.9,26.9,201
10.3,7.8,0.0036093866295997513,369.2,25.7,301
10.1,9.2,0.002486294206199758,367.8,25.9,401
10.2,7.6,0.002559837951009658,369.4,25.8,501
7.3,8.6,0.0029808351200855798,368.4,28.7,601
9.3,8.6,0.0015150877054682424,368.4,26.7,701
6.5,10.0,0.003108283945502328,367.0,29.5,801
7.9,7.2,0.0021335315587353923,369.8,28.1,901
8.4,8.5,0.002543668735895107,368.5,27.6,1001
7.3,7.7,0.0015361965563396628,369.3,28.7,1101
7.6,7.0,0.0033848207841308056,370.0,28.4,1201
6.9,7.0,0.0012923566817900822,370.0,29.1,1301
6.5,7.1,0.0027514895670951818,369.9,29.5,1401
8.2,5.7,0.0011728517474942249,371.3,27.8,1501
6.8,6.0,0.0028017747695734054,371.0,29.2,1601
6.2,6.2,0.002617949846521983,370.8,29.8,1701
8.1,5.6,0.0012555390033254555,371.4,27.9,1801
7.3,5.6,0.0014236883091428643,371.4,28.7,1901
7.6,7.3,0.0007865104780179096,369.7,28.4,2001
4.7,4.2,0.0010309672935663282,372.8,31.3,2101
6.6,4.8,0.0011799993535001074,372.2,29.4,2201
5.5,3.7,0.0017115153263690887,373.3,30.5,2301
6.9,4.6,0.0009485855983744765,372.4,29.1,2401
6.6,5.3,0.0026913109771522148,371.7,29.4,2501
6.3,4.1,0.001058524016825943,372.9,29.7,2601
6.0,3.9,0.0017479086850864585,373.1,30.0,2701
6.1,5.4,0.0025504871252432205,371.6,29.9,2801
5.5,4.0,0.0015604552059015667,373.0,30.5,2901
5.8,5.2,0.0020174224533221117,371.8,30.2,3001
5.0,4.3,0.0017253405839420938,372.7,31.0,3101
5.5,3.7,0.0005288318097511235,373.3,30.5,3201
5.4,4.2,0.0018871648344379142,373.6,29.8,3301
5.8,4.3,0.002109290892300173,372.7,30.2,3401
5.8,4.4,0.0010180336831783622,372.6,30.2,3501
4.8,4.2,0.0012952678227974058,373.8,30.2,3601
4.5,3.0,0.0010793467171925422,374.0,31.5,3701
