FN,FP,TN,TP,sr
31.3,21.3,355.7,4.7,101
16.4,7.6,369.4,19.6,201
11.2,8.3,368.7,24.8,301
7.0,8.1,368.9,29.0,401
7.6,8.6,368.4,28.4,501
9.2,8.6,368.4,26.8,601
8.9,7.2,369.8,27.1,701
7.5,6.5,370.5,28.5,801
7.9,5.3,371.7,28.1,901
7.7,7.5,369.5,28.3,1001
9.2,5.0,372.0,26.8,1101
7.3,6.5,370.5,28.7,1201
6.7,7.0,370.0,29.3,1301
5.0,5.7,371.3,31.0,1401
7.1,6.4,370.6,28.9,1501
8.0,5.9,371.1,28.0,1601
6.2,4.8,372.2,29.8,1701
6.4,5.3,371.7,29.6,1801
8.6,6.1,370.9,27.4,1901
8.0,5.7,371.3,28.0,2001
5.7,6.2,370.8,30.3,2101
5.7,5.5,371.5,30.3,2201
6.5,3.6,373.4,29.5,2301
5.5,5.2,371.8,30.5,2401
5.1,4.9,372.1,30.9,2501
5.4,5.1,371.9,30.6,2601
5.8,3.6,373.4,30.2,2701
6.0,4.8,372.2,30.0,2801
4.1,3.7,373.3,31.9,2901
5.4,3.8,373.2,30.6,3001
5.5,3.9,373.1,30.5,3101
6.0,4.0,373.0,30.0,3201
5.8,5.0,372.5,29.7,3301
5.3,3.0,374.0,30.7,3401
5.9,3.7,373.3,30.1,3501
5.3,3.9,374.1,29.7,3601
6.1,3.8,373.2,29.9,3701
