FN,FP,TN,TP,sr
18.3,21.1,355.9,17.7,101
11.6,7.4,369.6,24.4,201
7.7,7.1,369.9,28.3,301
9.3,8.8,368.2,26.7,401
11.6,7.4,369.6,24.4,501
8.5,8.2,368.8,27.5,601
8.6,5.4,371.6,27.4,701
7.3,7.8,369.2,28.7,801
7.7,6.7,370.3,28.3,901
7.3,4.5,372.5,28.7,1001
6.5,6.7,370.3,29.5,1101
7.6,5.9,371.1,28.4,1201
6.5,6.1,370.9,29.5,1301
5.2,6.2,370.8,30.8,1401
7.2,6.1,370.9,28.8,1501
5.5,7.1,369.9,30.5,1601
8.3,5.5,371.5,27.7,1701
7.3,4.1,372.9,28.7,1801
6.2,6.5,370.5,29.8,1901
8.0,7.8,369.2,28.0,2001
6.6,5.4,371.6,29.4,2101
6.3,8.0,369.0,29.7,2201
6.0,7.1,369.9,30.0,2301
5.9,6.9,370.1,30.1,2401
5.2,7.4,369.6,30.8,2501
5.0,8.3,368.7,31.0,2601
7.3,6.6,370.4,28.7,2701
7.2,9.1,367.9,28.8,2801
5.3,6.7,370.3,30.7,2901
6.9,5.3,371.7,29.1,3001
7.8,6.8,370.2,28.2,3101
6.2,7.0,370.0,29.8,3201
6.9,6.8,370.6,28.7,3301
6.9,5.6,371.4,29.1,3401
7.6,6.0,371.0,28.4,3501
7.5,5.9,372.1,27.5,3601
6.4,7.4,369.6,29.6,3701
