FN,FP,TN,TP,sr
32.5,16.7,360.3,3.5,101
15.8,6.1,370.9,20.2,201
7.5,8.9,368.1,28.5,301
7.5,6.1,370.9,28.5,401
7.6,7.0,370.0,28.4,501
8.1,7.8,369.2,27.9,601
7.7,7.7,369.3,28.3,701
7.2,8.3,368.7,28.8,801
8.6,7.0,370.0,27.4,901
7.9,6.3,370.7,28.1,1001
6.2,5.9,371.1,29.8,1101
6.7,5.2,371.8,29.3,1201
7.1,5.3,371.7,28.9,1301
6.9,6.2,370.8,29.1,1401
7.6,6.7,370.3,28.4,1501
7.8,5.7,371.3,28.2,1601
7.0,4.2,372.8,29.0,1701
7.5,4.1,372.9,28.5,1801
7.4,3.2,373.8,28.6,1901
5.7,4.0,373.0,30.3,2001
6.1,4.4,372.6,29.9,2101
7.5,3.8,373.2,28.5,2201
6.1,4.1,372.9,29.9,2301
5.7,4.2,372.8,30.3,2401
6.0,5.1,371.9,30.0,2501
5.6,3.9,373.1,30.4,2601
5.1,4.2,372.8,30.9,2701
5.8,5.2,371.8,30.2,2801
3.9,3.5,373.5,32.1,2901
5.8,4.5,372.5,30.2,3001
5.2,5.5,371.5,30.8,3101
4.8,3.2,373.8,31.2,3201
4.4,4.3,373.2,31.1,3301
4.1,4.6,372.4,31.9,3401
5.3,3.8,373.2,30.7,3501
5.3,5.1,372.9,29.7,3601
4.9,3.7,373.3,31.1,3701
