FN,FP,TN,TP,sr
30.8,14.0,363.0,5.2,101
18.7,6.7,370.3,17.3,201
9.2,9.0,368.0,26.8,301
8.8,6.9,370.1,27.2,401
7.1,7.1,369.9,28.9,501
7.2,8.3,368.7,28.8,601
7.4,6.3,370.7,28.6,701
9.3,7.8,369.2,26.7,801
6.8,5.5,371.5,29.2,901
6.9,6.3,370.7,29.1,1001
8.0,7.3,369.7,28.0,1101
7.9,4.7,372.3,28.1,1201
7.3,7.2,369.8,28.7,1301
7.1,5.5,371.5,28.9,1401
7.3,3.4,373.6,28.7,1501
6.0,4.8,372.2,30.0,1601
6.2,4.5,372.5,29.8,1701
6.0,5.1,371.9,30.0,1801
5.8,5.6,371.4,30.2,1901
6.5,4.4,372.6,29.5,2001
7.2,4.8,372.2,28.8,2101
6.4,4.7,372.3,29.6,2201
7.9,4.1,372.9,28.1,2301
7.3,4.6,372.4,28.7,2401
5.2,6.0,371.0,30.8,2501
5.3,3.3,373.7,30.7,2601
5.0,4.0,373.0,31.0,2701
5.6,4.7,372.3,30.4,2801
5.6,3.8,373.2,30.4,2901
5.8,5.9,371.1,30.2,3001
4.9,4.4,372.6,31.1,3101
5.3,4.1,372.9,30.7,3201
6.8,2.9,374.4,28.9,3301
5.2,3.7,373.3,30.8,3401
4.8,3.6,373.4,31.2,3501
4.9,2.9,375.1,30.1,3601
6.3,4.2,372.8,29.7,3701
