FN,FP,TN,TP,sr
24.7,12.8,364.2,11.3,101
12.0,6.5,370.5,24.0,201
9.8,7.2,369.8,26.2,301
10.2,8.3,368.7,25.8,401
8.6,7.9,369.1,27.4,501
8.6,7.6,369.4,27.4,601
9.5,5.2,371.8,26.5,701
9.0,5.2,371.8,27.0,801
8.9,6.4,370.6,27.1,901
9.5,7.7,369.3,26.5,1001
8.0,6.1,370.9,28.0,1101
7.7,5.1,371.9,28.3,1201
7.4,4.5,372.5,28.6,1301
6.9,6.3,370.7,29.1,1401
7.9,5.0,372.0,28.1,1501
6.9,4.4,372.6,29.1,1601
7.8,5.3,371.7,28.2,1701
6.9,4.8,372.2,29.1,1801
5.5,5.1,371.9,30.5,1901
5.7,4.0,373.0,30.3,2001
7.3,4.7,372.3,28.7,2101
5.9,5.9,371.1,30.1,2201
6.0,4.3,372.7,30.0,2301
5.9,5.2,371.8,30.1,2401
5.5,5.1,371.9,30.5,2501
5.4,3.6,373.4,30.6,2601
5.8,4.5,372.5,30.2,2701
4.9,4.7,372.3,31.1,2801
5.4,5.6,371.4,30.6,2901
4.0,2.6,374.4,32.0,3001
5.0,4.7,372.3,31.0,3101
6.0,4.0,373.0,30.0,3201
5.8,3.6,373.8,29.8,3301
5.0,3.5,373.5,31.0,3401
5.4,4.0,373.0,30.6,3501
4.6,3.7,374.3,30.4,3601
5.0,5.4,371.6,31.0,3701
