FN,FP,TN,TP,sr
24.6,23.6,353.4,11.4,101
13.0,10.5,366.5,23.0,201
9.1,7.4,369.6,26.9,301
8.2,8.0,369.0,27.8,401
7.8,7.5,369.5,28.2,501
8.4,7.5,369.5,27.6,601
7.3,8.6,368.4,28.7,701
8.2,7.3,369.7,27.8,801
8.7,6.2,370.8,27.3,901
8.0,7.6,369.4,28.0,1001
8.8,5.8,371.2,27.2,1101
7.1,4.6,372.4,28.9,1201
8.4,5.3,371.7,27.6,1301
7.6,6.3,370.7,28.4,1401
7.9,4.3,372.7,28.1,1501
5.5,4.1,372.9,30.5,1601
6.8,5.4,371.6,29.2,1701
7.9,4.4,372.6,28.1,1801
6.2,4.2,372.8,29.8,1901
5.9,4.9,372.1,30.1,2001
6.5,4.8,372.2,29.5,2101
7.0,5.1,371.9,29.0,2201
5.2,4.2,372.8,30.8,2301
6.8,5.5,371.5,29.2,2401
5.1,4.6,372.4,30.9,2501
6.8,4.5,372.5,29.2,2601
6.2,3.0,374.0,29.8,2701
4.6,4.4,372.6,31.4,2801
6.2,5.0,372.0,29.8,2901
6.5,5.1,371.9,29.5,3001
5.5,4.8,372.2,30.5,3101
6.4,3.7,373.3,29.6,3201
5.3,4.7,372.4,30.6,3301
5.4,4.5,372.5,30.6,3401
5.2,4.9,372.1,30.8,3501
6.6,4.0,374.0,28.4,3601
4.8,4.8,372.2,31.2,3701
