FN,FP,TN,TP,sr
32.9,17.0,360.0,3.1,101
13.8,6.0,371.0,22.2,201
10.7,7.9,369.1,25.3,301
9.4,8.3,368.7,26.6,401
7.6,7.6,369.4,28.4,501
8.6,7.1,369.9,27.4,601
7.6,8.0,369.0,28.4,701
6.4,7.3,369.7,29.6,801
5.6,6.5,370.5,30.4,901
6.5,6.4,370.6,29.5,1001
7.5,6.6,370.4,28.5,1101
6.3,5.7,371.3,29.7,1201
4.8,5.6,371.4,31.2,1301
6.4,5.9,371.1,29.6,1401
7.1,6.1,370.9,28.9,1501
7.6,4.4,372.6,28.4,1601
6.5,4.9,372.1,29.5,1701
6.6,4.4,372.6,29.4,1801
7.1,4.3,372.7,28.9,1901
6.0,4.7,372.3,30.0,2001
4.6,6.0,371.0,31.4,2101
4.7,5.2,371.8,31.3,2201
7.7,4.6,372.4,28.3,2301
4.8,3.8,373.2,31.2,2401
6.3,5.4,371.6,29.7,2501
5.6,4.3,372.7,30.4,2601
5.9,4.5,372.5,30.1,2701
5.0,3.3,373.7,31.0,2801
6.8,3.6,373.4,29.2,2901
4.7,4.5,372.5,31.3,3001
5.3,5.3,371.7,30.7,3101
4.7,4.0,373.0,31.3,3201
5.1,2.9,374.5,30.5,3301
4.5,5.2,371.8,31.5,3401
5.1,5.6,371.4,30.9,3501
6.1,2.4,375.6,28.9,3601
5.9,3.8,373.2,30.1,3701
