FN,FP,TN,TP,sr
15.8,9.7,367.3,20.2,101
11.1,8.6,368.4,24.9,201
11.0,7.6,369.4,25.0,301
10.6,7.9,369.1,25.4,401
11.0,7.7,369.3,25.0,501
9.6,7.4,369.6,26.4,601
9.2,6.5,370.5,26.8,701
8.1,5.6,371.4,27.9,801
8.0,9.3,367.7,28.0,901
9.3,4.9,372.1,26.7,1001
7.7,6.4,370.6,28.3,1101
7.8,5.7,371.3,28.2,1201
8.2,4.5,372.5,27.8,1301
7.4,4.3,372.7,28.6,1401
7.0,6.8,370.2,29.0,1501
8.8,4.8,372.2,27.2,1601
6.8,5.4,371.6,29.2,1701
7.5,4.7,372.3,28.5,1801
6.3,5.9,371.1,29.7,1901
6.9,4.7,372.3,29.1,2001
6.7,4.4,372.6,29.3,2101
7.2,4.9,372.1,28.8,2201
7.4,4.4,372.6,28.6,2301
6.9,4.1,372.9,29.1,2401
7.8,3.6,373.4,28.2,2501
5.4,4.7,372.3,30.6,2601
6.8,5.4,371.6,29.2,2701
5.7,3.6,373.4,30.3,2801
6.9,4.3,372.7,29.1,2901
5.6,4.5,372.5,30.4,3001
5.2,5.1,371.9,30.8,3101
5.6,5.1,371.9,30.4,3201
7.1,4.3,373.5,28.1,3301
6.0,4.4,372.6,30.0,3401
5.2,4.6,372.4,30.8,3501
3.3,4.8,373.2,31.7,3601
5.9,3.8,373.2,30.1,3701
