FN,FP,MSE,TN,TP,sr
34.7,4.2,0.007141411779292774,372.8,1.3,101
25.0,6.7,0.006246729217110574,370.3,11.0,201
14.6,5.2,0.0042496854657602095,371.8,21.4,301
7.8,9.5,0.002983814043641912,367.5,28.2,401
7.9,6.5,0.001805996195731349,370.5,28.1,501
8.2,5.8,0.0020808503164206323,371.2,27.8,601
6.1,7.7,0.0013915350202758385,369.3,29.9,701
7.4,6.8,0.0023974800020915045,370.2,28.6,801
7.4,5.9,0.001136149443903139,371.1,28.6,901
7.1,8.4,0.0012615950833072733,368.6,28.9,1001
5.7,6.8,0.002285767646302119,370.2,30.3,1101
6.9,7.9,0.0017198687514947534,369.1,29.1,1201
8.0,5.0,0.0018557578316182217,372.0,28.0,1301
9.7,5.9,0.0021453335523444386,371.1,26.3,1401
7.3,7.5,0.0014476167793988591,369.5,28.7,1501
7.2,5.0,0.0016775355316336377,372.0,28.8,1601
7.6,3.1,0.0014923912336572659,373.9,28.4,1701
7.7,5.2,0.0012116720857404239,371.8,28.3,1801
6.3,5.5,0.0017553899372186326,371.5,29.7,1901
7.6,5.0,0.0021794519349669856,372.0,28.4,2001
8.1,3.7,0.0013398799682317103,373.3,27.9,2101
7.4,3.3,0.0009448145152137884,373.7,28.6,2201
7.6,3.4,0.0010471414480573377,373.6,28.4,2301
6.3,4.2,0.0008432835559223919,372.8,29.7,2401
8.3,3.5,0.00209278823928415,373.5,27.7,2501
6.5,3.6,0.0010381661947010635,373.4,29.5,2601
7.1,3.1,0.0010718288918060085,373.9,28.9,2701
6.6,4.0,0.001190270298680641,373.0,29.4,2801
5.7,4.5,0.0010951989994421312,372.5,30.3,2901
4.5,3.3,0.0010139519428533684,373.7,31.5,3001
4.7,3.6,0.00164716745894063,373.4,31.3,3101
5.5,3.4,0.0016997317677480395,373.6,30.5,3201
4.3,4.7,0.0010519309019668575,373.1,30.9,3301
5.9,5.0,0.001858564428055358,372.0,30.1,3401
5.3,5.7,0.0011363926411329139,371.3,30.7,3501
5.1,3.8,0.0013511181968712239,374.2,29.9,3601
4.6,4.8,0.0008629282283658236,372.2,31.4,3701
