FN,FP,MSE,TN,TP,sr
10.9,12.4,0.004376331329547376,364.6,25.1,101
12.4,9.7,0.003779720784981947,367.3,23.6,201
7.2,7.7,0.002595225042896019,369.3,28.8,301
9.9,7.7,0.003380870211341297,369.3,26.1,401
10.9,8.3,0.0019026096565330647,368.7,25.1,501
10.6,7.8,0.001374989238782782,369.2,25.4,601
8.0,8.6,0.0026996831219920636,368.4,28.0,701
8.6,7.4,0.002180982824476809,369.6,27.4,801
8.7,7.4,0.0021824518721788805,369.6,27.3,901
8.2,7.6,0.0025389332008050854,369.4,27.8,1001
8.6,6.3,0.002110735398270218,370.7,27.4,1101
8.0,7.3,0.001943278744507291,369.7,28.0,1201
6.1,4.4,0.0021076836667023708,372.6,29.9,1301
7.0,7.6,0.0016485862006761869,369.4,29.0,1401
6.2,4.8,0.0018582398530970698,372.2,29.8,1501
7.5,5.2,0.0008641465684345456,371.8,28.5,1601
6.8,6.7,0.0025543810545398905,370.3,29.2,1701
7.1,6.4,0.0022299366920616186,370.6,28.9,1801
7.6,6.6,0.002141723939540672,370.4,28.4,1901
6.2,5.7,0.002101297901596556,371.3,29.8,2001
5.9,4.2,0.0013586721026202656,372.8,30.1,2101
7.9,5.0,0.001864943994626929,372.0,28.1,2201
5.9,5.3,0.0011156707199345161,371.7,30.1,2301
5.9,6.2,0.001682848904794471,370.8,30.1,2401
5.0,4.6,0.0009773484593742316,372.4,31.0,2501
7.2,4.5,0.0018969422567091478,372.5,28.8,2601
6.8,4.6,0.0016567651762435665,372.4,29.2,2701
5.6,4.0,0.0013901236055670935,373.0,30.4,2801
6.5,5.6,0.0019673648869870416,371.4,29.5,2901
5.6,5.4,0.00163262692045404,371.6,30.4,3001
6.1,5.0,0.0007700096953998106,372.0,29.9,3101
5.3,4.4,0.0014656514724039281,372.6,30.7,3201
4.7,4.6,0.0011728378321349954,373.0,30.7,3301
5.3,3.1,0.0006300959011435909,373.9,30.7,3401
5.5,4.3,0.001522922885050654,372.7,30.5,3501
5.7,4.8,0.0005411210132021096,373.2,29.3,3601
4.7,4.6,0.0015763437384294237,372.4,31.3,3701
