FN,FP,TN,TP,sr
35.4,7.7,369.3,0.6,101
18.7,6.4,370.6,17.3,201
13.8,8.0,369.0,22.2,301
9.1,5.5,371.5,26.9,401
8.6,6.6,370.4,27.4,501
8.5,6.4,370.6,27.5,601
10.3,7.8,369.2,25.7,701
7.1,7.8,369.2,28.9,801
6.9,5.7,371.3,29.1,901
6.9,7.4,369.6,29.1,1001
7.4,6.7,370.3,28.6,1101
7.6,6.5,370.5,28.4,1201
6.9,6.1,370.9,29.1,1301
6.5,5.3,371.7,29.5,1401
7.6,4.6,372.4,28.4,1501
6.4,7.7,369.3,29.6,1601
6.7,6.5,370.5,29.3,1701
5.4,4.8,372.2,30.6,1801
6.5,6.6,370.4,29.5,1901
6.9,3.2,373.8,29.1,2001
5.7,6.2,370.8,30.3,2101
7.9,4.2,372.8,28.1,2201
5.8,6.1,370.9,30.2,2301
8.2,5.3,371.7,27.8,2401
6.6,3.8,373.2,29.4,2501
6.6,4.2,372.8,29.4,2601
5.6,3.4,373.6,30.4,2701
7.0,3.3,373.7,29.0,2801
5.7,5.7,371.3,30.3,2901
5.8,4.9,372.1,30.2,3001
4.8,4.5,372.5,31.2,3101
6.5,3.9,373.1,29.5,3201
4.3,3.8,373.7,31.2,3301
4.0,3.8,373.2,32.0,3401
4.8,4.4,372.6,31.2,3501
4.0,4.6,373.4,31.0,3601
4.6,6.0,371.0,31.4,3701
