FN,FP,TN,TP,sr
13.0,13.5,363.5,23.0,101
9.1,9.4,367.6,26.9,201
10.1,6.3,370.7,25.9,301
8.9,9.2,367.8,27.1,401
9.8,8.9,368.1,26.2,501
8.0,7.4,369.6,28.0,601
8.9,8.4,368.6,27.1,701
8.9,8.2,368.8,27.1,801
6.1,7.1,369.9,29.9,901
8.6,7.7,369.3,27.4,1001
8.2,8.3,368.7,27.8,1101
6.6,6.0,371.0,29.4,1201
7.5,7.1,369.9,28.5,1301
7.4,7.6,369.4,28.6,1401
6.2,6.3,370.7,29.8,1501
5.7,6.0,371.0,30.3,1601
6.5,7.0,370.0,29.5,1701
5.4,5.1,371.9,30.6,1801
5.5,6.9,370.1,30.5,1901
7.1,6.2,370.8,28.9,2001
5.4,4.9,372.1,30.6,2101
5.9,6.1,370.9,30.1,2201
5.5,5.4,371.6,30.5,2301
3.6,5.7,371.3,32.4,2401
6.7,5.8,371.2,29.3,2501
5.6,4.3,372.7,30.4,2601
7.4,4.2,372.8,28.6,2701
4.0,5.1,371.9,32.0,2801
5.6,4.4,372.6,30.4,2901
4.9,3.8,373.2,31.1,3001
4.8,4.5,372.5,31.2,3101
5.2,5.0,372.0,30.8,3201
6.0,5.5,372.1,29.4,3301
5.8,5.1,371.9,30.2,3401
3.9,5.0,372.0,32.1,3501
3.9,5.1,372.9,31.1,3601
4.6,5.4,371.6,31.4,3701
