FN,FP,TN,TP,sr
30.9,11.1,365.9,5.1,101
15.5,7.9,369.1,20.5,201
9.4,6.3,370.7,26.6,301
8.6,7.6,369.4,27.4,401
10.0,4.5,372.5,26.0,501
7.0,8.2,368.8,29.0,601
7.9,6.8,370.2,28.1,701
7.8,8.3,368.7,28.2,801
9.1,6.7,370.3,26.9,901
9.6,5.9,371.1,26.4,1001
8.3,5.6,371.4,27.7,1101
7.9,4.9,372.1,28.1,1201
6.9,6.7,370.3,29.1,1301
6.4,5.4,371.6,29.6,1401
6.8,5.6,371.4,29.2,1501
5.9,6.2,370.8,30.1,1601
5.8,5.9,371.1,30.2,1701
7.0,4.2,372.8,29.0,1801
7.2,5.9,371.1,28.8,1901
7.4,4.6,372.4,28.6,2001
6.7,5.8,371.2,29.3,2101
5.2,3.9,373.1,30.8,2201
6.9,3.9,373.1,29.1,2301
5.9,3.9,373.1,30.1,2401
5.6,4.1,372.9,30.4,2501
4.8,3.1,373.9,31.2,2601
4.0,3.6,373.4,32.0,2701
4.4,3.1,373.9,31.6,2801
4.4,4.9,372.1,31.6,2901
4.3,4.0,373.0,31.7,3001
6.3,3.0,374.0,29.7,3101
5.3,4.0,373.0,30.7,3201
4.9,4.6,372.9,30.6,3301
5.5,4.1,372.9,30.5,3401
4.6,3.8,373.2,31.4,3501
5.7,3.8,374.2,29.3,3601
3.7,4.3,372.7,32.3,3701
