FN,FP,TN,TP,sr
36.0,0.0,377.0,0.0,101
26.6,11.1,365.9,9.4,201
7.5,7.6,369.4,28.5,301
9.0,7.6,369.4,27.0,401
7.9,7.9,369.1,28.1,501
8.9,7.3,369.7,27.1,601
9.6,5.4,371.6,26.4,701
6.8,9.0,368.0,29.2,801
7.6,8.8,368.2,28.4,901
7.8,7.2,369.8,28.2,1001
7.2,8.2,368.8,28.8,1101
7.2,6.8,370.2,28.8,1201
4.9,5.6,371.4,31.1,1301
6.1,6.9,370.1,29.9,1401
6.9,6.2,370.8,29.1,1501
7.4,4.4,372.6,28.6,1601
5.5,4.5,372.5,30.5,1701
6.4,4.9,372.1,29.6,1801
7.4,5.3,371.7,28.6,1901
7.8,3.9,373.1,28.2,2001
7.1,5.4,371.6,28.9,2101
6.5,4.7,372.3,29.5,2201
6.4,4.3,372.7,29.6,2301
5.6,4.8,372.2,30.4,2401
6.0,4.3,372.7,30.0,2501
5.1,4.4,372.6,30.9,2601
5.5,4.4,372.6,30.5,2701
6.9,5.4,371.6,29.1,2801
5.9,4.1,372.9,30.1,2901
5.0,3.0,374.0,31.0,3001
6.0,5.0,372.0,30.0,3101
5.2,4.9,372.1,30.8,3201
5.6,4.3,373.2,29.9,3301
5.7,4.2,372.8,30.3,3401
4.3,3.8,373.2,31.7,3501
5.1,3.7,374.3,29.9,3601
5.8,3.7,373.3,30.2,3701
