FN,FP,TN,TP,sr
19.0,17.8,359.2,17.0,101
10.1,8.3,368.7,25.9,201
10.0,6.6,370.4,26.0,301
8.8,6.4,370.6,27.2,401
7.9,6.8,370.2,28.1,501
9.8,5.5,371.5,26.2,601
8.2,6.4,370.6,27.8,701
9.2,6.1,370.9,26.8,801
8.4,5.6,371.4,27.6,901
7.6,5.0,372.0,28.4,1001
7.0,5.4,371.6,29.0,1101
8.0,7.2,369.8,28.0,1201
6.8,5.4,371.6,29.2,1301
6.7,6.8,370.2,29.3,1401
7.3,5.0,372.0,28.7,1501
3.9,4.4,372.6,32.1,1601
5.8,5.5,371.5,30.2,1701
8.7,4.1,372.9,27.3,1801
6.7,7.0,370.0,29.3,1901
7.9,3.6,373.4,28.1,2001
7.8,5.4,371.6,28.2,2101
6.3,5.0,372.0,29.7,2201
6.1,5.9,371.1,29.9,2301
3.8,4.7,372.3,32.2,2401
5.7,4.9,372.1,30.3,2501
5.8,4.9,372.1,30.2,2601
5.4,4.6,372.4,30.6,2701
5.2,4.1,372.9,30.8,2801
6.1,4.3,372.7,29.9,2901
4.9,3.9,373.1,31.1,3001
6.1,4.1,372.9,29.9,3101
5.3,3.4,373.6,30.7,3201
5.6,5.4,371.9,30.1,3301
5.4,3.1,373.9,30.6,3401
4.9,4.1,372.9,31.1,3501
4.0,4.1,373.9,31.0,3601
6.0,4.2,372.8,30.0,3701
