FN,FP,MSE,TN,TP,sr
35.6,6.8,0.00785336806701945,370.2,0.4,101
22.8,5.7,0.006914855564518161,371.3,13.2,201
14.9,7.7,0.0033566197917029,369.3,21.1,301
9.5,5.3,0.0019597819924651334,371.7,26.5,401
9.1,5.9,0.0018259729280244003,371.1,26.9,501
8.2,6.7,0.0019708081748041426,370.3,27.8,601
7.2,8.2,0.0014757032304739456,368.8,28.8,701
7.6,5.2,0.0016452738783045806,371.8,28.4,801
6.7,5.5,0.0015678203857917429,371.5,29.3,901
7.1,6.0,0.0015747369522542975,371.0,28.9,1001
6.6,5.5,0.0015580882726667867,371.5,29.4,1101
6.9,5.0,0.0017844151981560416,372.0,29.1,1201
8.4,7.4,0.0019393330369314684,369.6,27.6,1301
7.5,6.4,0.0017915359182784653,370.6,28.5,1401
5.2,5.6,0.0016315409596729426,371.4,30.8,1501
7.7,4.8,0.002336099090128251,372.2,28.3,1601
8.4,4.8,0.001633251878926351,372.2,27.6,1701
6.9,4.7,0.0018261724824935473,372.3,29.1,1801
6.6,4.1,0.0015118379569122131,372.9,29.4,1901
7.7,3.5,0.001490160549390452,373.5,28.3,2001
5.2,6.4,0.0009978620160813944,370.6,30.8,2101
6.8,4.6,0.002535327119855901,372.4,29.2,2201
8.1,4.1,0.0014192360061475924,372.9,27.9,2301
5.9,5.2,0.0016096470303457184,371.8,30.1,2401
6.7,5.3,0.0011185655523330092,371.7,29.3,2501
6.8,3.1,0.0012486968986415616,373.9,29.2,2601
5.8,4.5,0.0016241970684171957,372.5,30.2,2701
7.1,5.0,0.002160972723676998,372.0,28.9,2801
6.2,5.0,0.0010790370555713374,372.0,29.8,2901
6.8,4.4,0.0012510435523853804,372.6,29.2,3001
5.7,5.3,0.0017600333112830924,371.7,30.3,3101
6.7,4.5,0.0020398631223421445,372.5,29.3,3201
7.3,3.8,0.0017900825956215026,373.7,28.2,3301
6.6,4.2,0.0009760948625318506,372.8,29.4,3401
5.1,4.5,0.0013151194956171003,372.5,30.9,3501
5.5,5.7,0.0016414089526883232,372.3,29.5,3601
5.3,4.8,0.0014334152695773005,372.2,30.7,3701
