FN,FP,TN,TP,sr
35.2,10.9,366.1,0.8,101
20.0,11.9,365.1,16.0,201
14.1,6.8,370.2,21.9,301
9.2,6.2,370.8,26.8,401
11.0,5.8,371.2,25.0,501
7.2,7.3,369.7,28.8,601
7.7,7.2,369.8,28.3,701
9.6,6.7,370.3,26.4,801
8.5,6.2,370.8,27.5,901
6.2,8.8,368.2,29.8,1001
8.7,9.1,367.9,27.3,1101
6.5,5.4,371.6,29.5,1201
7.4,6.5,370.5,28.6,1301
5.2,5.8,371.2,30.8,1401
7.2,4.7,372.3,28.8,1501
5.7,5.0,372.0,30.3,1601
8.1,5.9,371.1,27.9,1701
6.6,4.5,372.5,29.4,1801
7.2,5.0,372.0,28.8,1901
6.1,4.2,372.8,29.9,2001
7.2,3.9,373.1,28.8,2101
6.1,4.6,372.4,29.9,2201
6.8,3.3,373.7,29.2,2301
5.8,3.3,373.7,30.2,2401
5.9,4.5,372.5,30.1,2501
7.0,4.2,372.8,29.0,2601
6.3,3.2,373.8,29.7,2701
6.7,3.1,373.9,29.3,2801
6.7,2.9,374.1,29.3,2901
5.9,5.3,371.7,30.1,3001
4.3,3.1,373.9,31.7,3101
4.0,4.3,372.7,32.0,3201
4.6,3.4,374.0,31.0,3301
4.6,5.3,371.7,31.4,3401
3.6,4.9,372.1,32.4,3501
3.9,4.2,373.8,31.1,3601
4.1,3.5,373.5,31.9,3701
