FN,FP,MSE,TN,TP,sr
11.6,10.0,0.00418787075885327,367.0,24.4,101
9.7,10.0,0.0027172749768331716,367.0,26.3,201
9.0,11.0,0.004891609117269007,366.0,27.0,301
7.8,9.5,0.0014665344202151036,367.5,28.2,401
7.4,7.5,0.002100964029673999,369.5,28.6,501
7.1,8.9,0.0031701050364682896,368.1,28.9,601
9.3,7.7,0.002617489962712173,369.3,26.7,701
9.8,5.7,0.0014898348790245363,371.3,26.2,801
7.3,7.6,0.001390337769833392,369.4,28.7,901
6.9,5.2,0.0014034445212503892,371.8,29.1,1001
6.9,7.2,0.002511935381951469,369.8,29.1,1101
6.4,6.2,0.0024925317733471473,370.8,29.6,1201
8.0,8.0,0.0019282777932363275,369.0,28.0,1301
5.7,7.8,0.002649819355393087,369.2,30.3,1401
9.1,6.5,0.0016496307212433708,370.5,26.9,1501
7.0,4.7,0.0021540414161523324,372.3,29.0,1601
7.8,5.1,0.0017389295015748196,371.9,28.2,1701
4.4,5.0,0.0015996645562008573,372.0,31.6,1801
7.1,4.4,0.0010584743241487398,372.6,28.9,1901
5.9,5.0,0.0019067004339747326,372.0,30.1,2001
5.5,4.7,0.0021811723429992986,372.3,30.5,2101
7.3,4.6,0.002372114521574111,372.4,28.7,2201
6.2,4.2,0.0016916624555061617,372.8,29.8,2301
4.8,4.6,0.0014694486580903291,372.4,31.2,2401
4.6,4.1,0.0009860118905986313,372.9,31.4,2501
5.6,4.8,0.0007754391634219201,372.2,30.4,2601
6.6,5.2,0.0012461683679853743,371.8,29.4,2701
5.0,5.6,0.0015586165452532324,371.4,31.0,2801
5.6,4.4,0.0012502725742986685,372.6,30.4,2901
5.0,3.7,0.000668145935013843,373.3,31.0,3001
5.0,4.4,0.0012369252736380257,372.6,31.0,3101
5.6,4.8,0.001038667278968413,372.2,30.4,3201
4.9,5.6,0.0007757511790875513,372.0,30.5,3301
5.0,4.2,0.0017707746920642639,372.8,31.0,3401
4.7,4.6,0.0006811414957255339,372.4,31.3,3501
4.0,5.3,0.0008134373247039681,372.7,31.0,3601
5.5,4.3,0.001562398394921219,372.7,30.5,3701
