FN,FP,MSE,TN,TP,sr
27.8,12.7,0.006869862188742427,364.3,8.2,101
16.1,6.0,0.002594997886160114,371.0,19.9,201
8.1,7.5,0.002688020767311339,369.5,27.9,301
7.1,10.0,0.0023533651626240935,367.0,28.9,401
9.1,6.3,0.002147870920560529,370.7,26.9,501
9.4,6.3,0.0017944845875388419,370.7,26.6,601
8.0,5.9,0.001439945685090584,371.1,28.0,701
6.7,7.1,0.0018369555792554283,369.9,29.3,801
7.2,6.9,0.002338270843390705,370.1,28.8,901
8.1,4.7,0.0017938494915223917,372.3,27.9,1001
7.0,6.4,0.0028774759229677023,370.6,29.0,1101
7.3,6.3,0.0016954794360116415,370.7,28.7,1201
6.7,7.5,0.002181664780844559,369.5,29.3,1301
7.2,5.3,0.0017142534521073908,371.7,28.8,1401
6.5,6.2,0.0009023267642769582,370.8,29.5,1501
6.5,5.4,0.0011377151910624938,371.6,29.5,1601
5.9,5.4,0.001353766175968946,371.6,30.1,1701
5.6,4.6,0.0018831314980831213,372.4,30.4,1801
6.2,5.1,0.0014080480023315977,371.9,29.8,1901
6.9,5.5,0.002038935183276403,371.5,29.1,2001
5.0,6.0,0.0016807113864125347,371.0,31.0,2101
5.7,5.6,0.001166858518269247,371.4,30.3,2201
6.2,4.7,0.0013846304292897042,372.3,29.8,2301
4.5,4.8,0.0012714745606613267,372.2,31.5,2401
5.4,6.0,0.002251138907302653,371.0,30.6,2501
6.1,7.1,0.0012210370102001245,369.9,29.9,2601
5.2,4.8,0.0012568040223028475,372.2,30.8,2701
7.1,4.8,0.0022231782195530395,372.2,28.9,2801
7.2,4.3,0.001740346434644835,372.7,28.8,2901
5.9,3.7,0.0006538355256871797,373.3,30.1,3001
6.3,4.0,0.001738205798534251,373.0,29.7,3101
4.7,5.3,0.0014162017957186053,371.7,31.3,3201
5.6,3.7,0.0009176161507005003,373.7,30.0,3301
6.2,5.5,0.0011619140651324103,371.5,29.8,3401
5.4,6.1,0.0014579168156349037,370.9,30.6,3501
5.4,3.4,0.0009951277548106124,374.6,29.6,3601
5.2,4.8,0.0013747455451193192,372.2,30.8,3701
