FN,FP,TN,TP,sr
11.4,13.5,363.5,24.6,101
11.5,8.1,368.9,24.5,201
10.6,7.8,369.2,25.4,301
10.6,7.5,369.5,25.4,401
9.7,7.7,369.3,26.3,501
10.2,7.1,369.9,25.8,601
9.0,6.8,370.2,27.0,701
7.2,8.2,368.8,28.8,801
7.8,6.8,370.2,28.2,901
8.8,5.1,371.9,27.2,1001
7.9,7.5,369.5,28.1,1101
8.7,6.3,370.7,27.3,1201
8.7,5.7,371.3,27.3,1301
6.9,5.9,371.1,29.1,1401
7.8,6.1,370.9,28.2,1501
7.4,5.3,371.7,28.6,1601
7.3,5.3,371.7,28.7,1701
7.0,4.9,372.1,29.0,1801
6.3,5.6,371.4,29.7,1901
7.4,3.9,373.1,28.6,2001
6.1,4.3,372.7,29.9,2101
6.8,5.3,371.7,29.2,2201
5.3,4.6,372.4,30.7,2301
6.0,5.3,371.7,30.0,2401
5.9,4.4,372.6,30.1,2501
6.3,3.7,373.3,29.7,2601
5.4,4.2,372.8,30.6,2701
6.1,4.5,372.5,29.9,2801
5.9,4.5,372.5,30.1,2901
5.2,4.6,372.4,30.8,3001
5.6,4.7,372.3,30.4,3101
8.0,4.5,372.5,28.0,3201
4.9,4.5,373.1,30.5,3301
5.2,5.8,371.2,30.8,3401
4.8,3.7,373.3,31.2,3501
5.7,4.9,373.1,29.3,3601
5.6,4.4,372.6,30.4,3701
