FN,FP,MSE,TN,TP,sr
11.7,11.3,0.0037477747406016956,365.7,24.3,101
8.9,10.0,0.0037410863611634384,367.0,27.1,201
9.7,7.9,0.0040970036319612595,369.1,26.3,301
9.6,8.9,0.0022499394095401937,368.1,26.4,401
9.4,9.8,0.003126048545641441,367.2,26.6,501
8.6,8.0,0.003626081502072693,369.0,27.4,601
8.0,8.0,0.0030966368822075,369.0,28.0,701
9.7,7.8,0.0024705360576582494,369.2,26.3,801
8.3,7.7,0.003080423766133246,369.3,27.7,901
8.4,7.6,0.0029321103646332064,369.4,27.6,1001
8.3,6.4,0.0027161783830497565,370.6,27.7,1101
8.4,6.6,0.003541984163088004,370.4,27.6,1201
7.5,5.0,0.0012040776149658777,372.0,28.5,1301
7.1,6.6,0.0024599563270688626,370.4,28.9,1401
6.7,5.9,0.0022363453335517347,371.1,29.3,1501
7.5,5.1,0.0015728323717142316,371.9,28.5,1601
6.4,5.8,0.0014593248415129246,371.2,29.6,1701
7.3,4.9,0.0018638611272193805,372.1,28.7,1801
6.8,6.6,0.00169908039552594,370.4,29.2,1901
6.7,5.4,0.0019026050675088647,371.6,29.3,2001
6.1,4.7,0.0015387920193287799,372.3,29.9,2101
6.4,5.9,0.0011137586719214112,371.1,29.6,2201
6.5,4.7,0.0021126711390101745,372.3,29.5,2301
5.4,4.1,0.0021024788718228046,372.9,30.6,2401
5.4,6.3,0.0011913218835294464,370.7,30.6,2501
5.6,3.8,0.0015833473186377283,373.2,30.4,2601
4.6,5.5,0.0011915582638397139,371.5,31.4,2701
5.9,5.1,0.0021415856182981706,371.9,30.1,2801
5.0,3.8,0.0014263999832585762,373.2,31.0,2901
4.9,4.2,0.0012257083174251266,372.8,31.1,3001
4.7,4.6,0.0013908728396393685,372.4,31.3,3101
4.6,4.3,0.0009620008072265535,372.7,31.4,3201
5.7,3.3,0.0012278074988722203,374.6,29.4,3301
5.5,4.5,0.0011430310793279742,372.5,30.5,3401
4.1,5.0,0.0006887983550926214,372.0,31.9,3501
3.4,5.2,0.0008923633454511499,372.8,31.6,3601
5.1,5.2,0.0012215232074187113,371.8,30.9,3701
