FN,FP,TN,TP,sr
35.6,5.4,371.6,0.4,101
23.4,5.2,371.8,12.6,201
10.3,9.3,367.7,25.7,301
7.5,8.2,368.8,28.5,401
8.8,6.5,370.5,27.2,501
7.8,6.9,370.1,28.2,601
7.9,7.1,369.9,28.1,701
7.7,5.9,371.1,28.3,801
9.6,5.0,372.0,26.4,901
6.4,7.5,369.5,29.6,1001
8.2,5.0,372.0,27.8,1101
7.8,7.0,370.0,28.2,1201
5.9,6.6,370.4,30.1,1301
6.4,7.2,369.8,29.6,1401
6.4,6.1,370.9,29.6,1501
7.6,6.0,371.0,28.4,1601
7.4,5.5,371.5,28.6,1701
6.4,3.7,373.3,29.6,1801
6.3,6.3,370.7,29.7,1901
5.5,5.6,371.4,30.5,2001
5.0,5.9,371.1,31.0,2101
6.3,4.5,372.5,29.7,2201
7.5,3.6,373.4,28.5,2301
7.5,3.2,373.8,28.5,2401
5.4,3.5,373.5,30.6,2501
5.1,5.9,371.1,30.9,2601
5.8,4.8,372.2,30.2,2701
6.3,4.5,372.5,29.7,2801
5.4,4.5,372.5,30.6,2901
6.0,4.3,372.7,30.0,3001
6.5,4.7,372.3,29.5,3101
5.6,3.3,373.7,30.4,3201
4.6,5.0,372.4,31.0,3301
4.3,5.0,372.0,31.7,3401
4.7,3.2,373.8,31.3,3501
5.1,4.1,373.9,29.9,3601
4.7,2.7,374.3,31.3,3701
