FN,FP,TN,TP,sr
32.7,23.7,353.3,3.3,101
20.4,6.3,370.7,15.6,201
8.7,7.5,369.5,27.3,301
8.5,10.7,366.3,27.5,401
8.8,7.6,369.4,27.2,501
10.0,6.7,370.3,26.0,601
8.4,6.3,370.7,27.6,701
5.0,7.8,369.2,31.0,801
8.4,5.2,371.8,27.6,901
9.3,7.4,369.6,26.7,1001
9.0,6.5,370.5,27.0,1101
8.1,5.1,371.9,27.9,1201
6.8,6.4,370.6,29.2,1301
8.5,5.5,371.5,27.5,1401
6.2,4.6,372.4,29.8,1501
7.6,4.2,372.8,28.4,1601
5.8,5.9,371.1,30.2,1701
5.1,5.6,371.4,30.9,1801
6.4,5.2,371.8,29.6,1901
8.3,5.0,372.0,27.7,2001
5.2,4.8,372.2,30.8,2101
8.0,4.7,372.3,28.0,2201
5.4,6.9,370.1,30.6,2301
6.0,4.9,372.1,30.0,2401
5.3,3.5,373.5,30.7,2501
5.6,5.0,372.0,30.4,2601
6.2,3.5,373.5,29.8,2701
4.2,4.6,372.4,31.8,2801
4.8,4.2,372.8,31.2,2901
5.8,4.7,372.3,30.2,3001
5.0,4.2,372.8,31.0,3101
5.1,5.5,371.5,30.9,3201
5.8,3.8,373.7,29.7,3301
3.9,3.1,373.9,32.1,3401
6.1,4.3,372.7,29.9,3501
4.8,3.9,374.1,30.2,3601
5.3,3.7,373.3,30.7,3701
