FN,FP,TN,TP,sr
11.2,8.9,368.1,24.8,101
12.4,11.1,365.9,23.6,201
7.6,12.2,364.8,28.4,301
10.5,8.6,368.4,25.5,401
7.9,7.7,369.3,28.1,501
8.4,8.7,368.3,27.6,601
8.5,7.9,369.1,27.5,701
8.3,7.7,369.3,27.7,801
7.7,6.2,370.8,28.3,901
7.7,7.1,369.9,28.3,1001
6.8,5.9,371.1,29.2,1101
6.2,7.6,369.4,29.8,1201
5.8,7.3,369.7,30.2,1301
7.4,6.6,370.4,28.6,1401
7.8,7.5,369.5,28.2,1501
6.5,7.1,369.9,29.5,1601
6.4,6.2,370.8,29.6,1701
5.9,5.2,371.8,30.1,1801
6.6,4.7,372.3,29.4,1901
5.5,5.4,371.6,30.5,2001
7.4,5.9,371.1,28.6,2101
6.2,5.2,371.8,29.8,2201
5.6,5.2,371.8,30.4,2301
5.8,4.7,372.3,30.2,2401
5.0,5.3,371.7,31.0,2501
4.9,4.5,372.5,31.1,2601
6.0,5.2,371.8,30.0,2701
6.0,3.5,373.5,30.0,2801
5.9,6.4,370.6,30.1,2901
5.7,4.9,372.1,30.3,3001
5.1,6.2,370.8,30.9,3101
5.7,5.0,372.0,30.3,3201
5.6,4.8,372.2,30.4,3301
5.8,4.8,372.2,30.2,3401
5.5,5.3,371.7,30.5,3501
6.1,4.0,374.0,28.9,3601
4.3,4.6,372.4,31.7,3701
