FN,FP,TN,TP,sr
24.6,28.0,349.0,11.4,101
10.8,7.2,369.8,25.2,201
9.8,6.4,370.6,26.2,301
8.8,7.7,369.3,27.2,401
7.8,8.6,368.4,28.2,501
10.2,6.8,370.2,25.8,601
7.1,4.1,372.9,28.9,701
10.7,5.7,371.3,25.3,801
7.8,7.2,369.8,28.2,901
6.8,5.5,371.5,29.2,1001
7.6,5.3,371.7,28.4,1101
8.8,4.6,372.4,27.2,1201
7.7,6.7,370.3,28.3,1301
8.3,4.6,372.4,27.7,1401
8.2,4.6,372.4,27.8,1501
5.0,5.1,371.9,31.0,1601
6.3,5.4,371.6,29.7,1701
8.1,3.5,373.5,27.9,1801
5.7,6.1,370.9,30.3,1901
5.6,6.2,370.8,30.4,2001
4.8,4.1,372.9,31.2,2101
5.7,4.6,372.4,30.3,2201
7.6,4.6,372.4,28.4,2301
5.9,5.3,371.7,30.1,2401
5.7,5.4,371.6,30.3,2501
4.4,4.0,373.0,31.6,2601
6.8,4.2,372.8,29.2,2701
4.4,3.9,373.1,31.6,2801
5.6,4.7,372.3,30.4,2901
5.9,4.3,372.7,30.1,3001
5.2,3.3,373.7,30.8,3101
5.7,3.2,373.8,30.3,3201
6.1,4.4,373.0,29.5,3301
6.3,4.8,372.2,29.7,3401
4.7,4.0,373.0,31.3,3501
3.9,5.8,372.2,31.1,3601
5.5,4.1,372.9,30.5,3701
