FN,FP,TN,TP,sr
12.6,15.4,361.6,23.4,101
11.3,9.5,367.5,24.7,201
8.2,7.0,370.0,27.8,301
9.6,9.4,367.6,26.4,401
9.3,10.3,366.7,26.7,501
9.8,6.7,370.3,26.2,601
6.4,8.0,369.0,29.6,701
8.8,9.1,367.9,27.2,801
7.5,6.5,370.5,28.5,901
7.6,6.9,370.1,28.4,1001
8.9,6.9,370.1,27.1,1101
5.9,6.6,370.4,30.1,1201
7.9,5.3,371.7,28.1,1301
6.4,6.5,370.5,29.6,1401
7.0,6.2,370.8,29.0,1501
6.0,6.8,370.2,30.0,1601
6.1,6.4,370.6,29.9,1701
5.8,6.7,370.3,30.2,1801
6.2,5.2,371.8,29.8,1901
5.6,5.0,372.0,30.4,2001
6.5,5.9,371.1,29.5,2101
5.6,6.1,370.9,30.4,2201
4.6,7.2,369.8,31.4,2301
6.0,5.3,371.7,30.0,2401
5.8,4.5,372.5,30.2,2501
6.3,5.4,371.6,29.7,2601
5.7,5.7,371.3,30.3,2701
5.4,4.2,372.8,30.6,2801
5.4,5.1,371.9,30.6,2901
5.8,2.6,374.4,30.2,3001
4.2,3.7,373.3,31.8,3101
4.7,3.7,373.3,31.3,3201
5.0,4.3,373.2,30.5,3301
5.2,5.3,371.7,30.8,3401
3.8,4.2,372.8,32.2,3501
4.5,4.6,373.4,30.5,3601
4.3,3.5,373.5,31.7,3701
