FN,FP,TN,TP,sr
21.7,21.6,355.4,14.3,101
11.7,6.9,370.1,24.3,201
10.4,7.7,369.3,25.6,301
9.7,6.9,370.1,26.3,401
9.6,6.1,370.9,26.4,501
10.5,6.0,371.0,25.5,601
8.4,5.2,371.8,27.6,701
8.0,6.3,370.7,28.0,801
6.2,7.2,369.8,29.8,901
9.1,5.9,371.1,26.9,1001
7.9,4.5,372.5,28.1,1101
7.6,6.2,370.8,28.4,1201
6.9,5.6,371.4,29.1,1301
8.8,5.7,371.3,27.2,1401
7.1,6.2,370.8,28.9,1501
7.7,4.4,372.6,28.3,1601
7.4,4.4,372.6,28.6,1701
7.1,4.5,372.5,28.9,1801
5.7,4.1,372.9,30.3,1901
7.5,4.3,372.7,28.5,2001
7.4,5.3,371.7,28.6,2101
6.0,5.4,371.6,30.0,2201
7.2,5.0,372.0,28.8,2301
7.5,4.8,372.2,28.5,2401
7.5,4.9,372.1,28.5,2501
6.5,5.0,372.0,29.5,2601
6.5,4.8,372.2,29.5,2701
6.0,4.5,372.5,30.0,2801
6.3,5.4,371.6,29.7,2901
4.8,4.5,372.5,31.2,3001
5.3,4.3,372.7,30.7,3101
5.8,5.0,372.0,30.2,3201
6.5,3.9,373.4,29.2,3301
5.4,4.4,372.6,30.6,3401
4.7,5.7,371.3,31.3,3501
5.2,5.0,373.0,29.8,3601
4.6,4.4,372.6,31.4,3701
