FN,FP,TN,TP,sr
18.5,10.3,366.7,17.5,101
12.4,8.8,368.2,23.6,201
11.3,7.5,369.5,24.7,301
8.8,6.7,370.3,27.2,401
9.7,7.8,369.2,26.3,501
9.6,7.4,369.6,26.4,601
8.8,7.3,369.7,27.2,701
8.9,5.9,371.1,27.1,801
8.0,7.1,369.9,28.0,901
9.0,7.0,370.0,27.0,1001
7.9,6.4,370.6,28.1,1101
9.1,7.1,369.9,26.9,1201
8.0,5.6,371.4,28.0,1301
8.7,5.5,371.5,27.3,1401
8.1,6.7,370.3,27.9,1501
7.5,6.0,371.0,28.5,1601
7.1,7.3,369.7,28.9,1701
7.3,6.2,370.8,28.7,1801
6.7,4.5,372.5,29.3,1901
7.1,5.2,371.8,28.9,2001
6.0,5.3,371.7,30.0,2101
6.3,4.4,372.6,29.7,2201
6.5,4.7,372.3,29.5,2301
8.5,4.1,372.9,27.5,2401
6.7,5.1,371.9,29.3,2501
5.4,4.4,372.6,30.6,2601
6.1,4.2,372.8,29.9,2701
5.3,3.9,373.1,30.7,2801
5.2,3.8,373.2,30.8,2901
7.4,3.8,373.2,28.6,3001
7.4,3.7,373.3,28.6,3101
5.6,4.2,372.8,30.4,3201
6.0,3.5,373.9,29.6,3301
5.4,4.5,372.5,30.6,3401
5.0,2.1,374.9,31.0,3501
5.4,3.3,374.7,29.6,3601
5.2,4.4,372.6,30.8,3701
