FN,FP,TN,TP,sr
25.2,6.2,370.8,10.8,101
11.1,6.8,370.2,24.9,201
10.9,7.4,369.6,25.1,301
10.8,5.5,371.5,25.2,401
8.5,6.9,370.1,27.5,501
6.4,8.3,368.7,29.6,601
6.5,7.0,370.0,29.5,701
7.2,7.5,369.5,28.8,801
7.0,7.1,369.9,29.0,901
9.4,7.0,370.0,26.6,1001
8.1,5.7,371.3,27.9,1101
6.9,4.6,372.4,29.1,1201
8.0,6.2,370.8,28.0,1301
6.3,5.6,371.4,29.7,1401
5.9,4.8,372.2,30.1,1501
6.2,7.3,369.7,29.8,1601
7.4,7.1,369.9,28.6,1701
6.1,6.6,370.4,29.9,1801
6.1,4.9,372.1,29.9,1901
5.9,4.2,372.8,30.1,2001
6.4,4.2,372.8,29.6,2101
6.5,4.7,372.3,29.5,2201
5.8,4.8,372.2,30.2,2301
5.5,5.4,371.6,30.5,2401
5.5,4.1,372.9,30.5,2501
6.7,5.5,371.5,29.3,2601
6.7,3.5,373.5,29.3,2701
4.6,4.5,372.5,31.4,2801
5.8,3.9,373.1,30.2,2901
5.9,5.5,371.5,30.1,3001
6.6,4.7,372.3,29.4,3101
5.3,4.3,372.7,30.7,3201
5.9,3.9,373.6,29.6,3301
5.7,3.7,373.3,30.3,3401
5.8,4.0,373.0,30.2,3501
4.2,4.5,373.5,30.8,3601
5.2,3.1,373.9,30.8,3701
