FN,FP,TN,TP,sr
25.3,11.8,365.2,10.7,101
11.8,6.3,370.7,24.2,201
9.6,7.2,369.8,26.4,301
10.2,6.3,370.7,25.8,401
8.9,6.5,370.5,27.1,501
7.9,8.0,369.0,28.1,601
8.3,6.2,370.8,27.7,701
9.8,6.0,371.0,26.2,801
8.4,5.9,371.1,27.6,901
8.2,6.2,370.8,27.8,1001
8.9,5.9,371.1,27.1,1101
7.2,6.3,370.7,28.8,1201
7.1,6.8,370.2,28.9,1301
7.0,5.0,372.0,29.0,1401
7.5,5.3,371.7,28.5,1501
7.5,4.3,372.7,28.5,1601
6.7,6.6,370.4,29.3,1701
5.9,4.5,372.5,30.1,1801
6.3,4.8,372.2,29.7,1901
6.1,4.7,372.3,29.9,2001
8.0,4.0,373.0,28.0,2101
6.7,4.1,372.9,29.3,2201
6.5,4.3,372.7,29.5,2301
4.4,4.7,372.3,31.6,2401
5.0,4.7,372.3,31.0,2501
6.3,4.9,372.1,29.7,2601
5.9,4.3,372.7,30.1,2701
4.9,3.2,373.8,31.1,2801
5.9,5.4,371.6,30.1,2901
5.5,3.7,373.3,30.5,3001
5.6,3.9,373.1,30.4,3101
5.7,5.2,371.8,30.3,3201
5.8,3.5,374.1,29.6,3301
5.6,3.1,373.9,30.4,3401
5.2,5.0,372.0,30.8,3501
5.9,2.5,375.5,29.1,3601
4.5,3.5,373.5,31.5,3701
