FN,FP,TN,TP,sr
13.7,13.0,364.0,22.3,101
11.9,8.2,368.8,24.1,201
11.3,9.0,368.0,24.7,301
9.0,5.8,371.2,27.0,401
10.8,8.4,368.6,25.2,501
7.8,8.6,368.4,28.2,601
9.7,8.6,368.4,26.3,701
8.0,5.5,371.5,28.0,801
8.8,6.9,370.1,27.2,901
9.1,5.8,371.2,26.9,1001
7.4,6.3,370.7,28.6,1101
7.2,6.4,370.6,28.8,1201
7.2,5.4,371.6,28.8,1301
8.0,7.6,369.4,28.0,1401
8.8,5.6,371.4,27.2,1501
7.0,7.2,369.8,29.0,1601
8.1,6.1,370.9,27.9,1701
8.1,6.5,370.5,27.9,1801
7.1,3.2,373.8,28.9,1901
7.0,5.0,372.0,29.0,2001
6.9,5.3,371.7,29.1,2101
6.6,5.3,371.7,29.4,2201
7.0,4.4,372.6,29.0,2301
6.1,4.9,372.1,29.9,2401
6.7,5.2,371.8,29.3,2501
7.2,6.0,371.0,28.8,2601
6.3,4.8,372.2,29.7,2701
6.3,3.9,373.1,29.7,2801
6.7,3.9,373.1,29.3,2901
6.0,3.3,373.7,30.0,3001
4.3,5.1,371.9,31.7,3101
6.0,3.6,373.4,30.0,3201
5.6,3.7,373.7,30.0,3301
5.6,2.9,374.1,30.4,3401
6.0,3.4,373.6,30.0,3501
4.4,4.4,373.6,30.6,3601
5.5,4.5,372.5,30.5,3701
