FN,FP,MSE,TN,TP,sr
30.6,4.0,0.005313222514423245,373.0,5.4,101
15.6,8.1,0.004833403838370264,368.9,20.4,201
10.5,8.7,0.002732108504388826,368.3,25.5,301
6.9,8.5,0.002275827636553942,368.5,29.1,401
9.0,7.1,0.002192494399852362,369.9,27.0,501
6.3,8.3,0.002441030273034297,368.7,29.7,601
6.3,9.4,0.0017849376742736795,367.6,29.7,701
7.9,6.8,0.00110196149651339,370.2,28.1,801
7.2,7.5,0.0011049419905800294,369.5,28.8,901
6.8,6.9,0.0018412912344923822,370.1,29.2,1001
7.7,5.8,0.0015641130833470938,371.2,28.3,1101
7.7,6.0,0.0025102601378407916,371.0,28.3,1201
7.6,6.1,0.0018365110656532748,370.9,28.4,1301
8.8,7.1,0.00285378826384534,369.9,27.2,1401
6.4,5.2,0.000996902915548724,371.8,29.6,1501
8.2,4.5,0.0016680284880464396,372.5,27.8,1601
6.9,6.7,0.002254756439414865,370.3,29.1,1701
8.2,4.2,0.0010424940557084536,372.8,27.8,1801
6.4,5.0,0.00143637366180585,372.0,29.6,1901
6.4,5.2,0.0015127886900420683,371.8,29.6,2001
6.4,4.5,0.0007075592794142442,372.5,29.6,2101
6.7,4.2,0.0018206606353109167,372.8,29.3,2201
5.6,3.8,0.0019449384481890787,373.2,30.4,2301
5.5,5.1,0.0017277427100484452,371.9,30.5,2401
4.4,4.9,0.0008167307881508243,372.1,31.6,2501
5.0,4.8,0.0007951349527378755,372.2,31.0,2601
6.3,5.9,0.001294274725855878,371.1,29.7,2701
6.9,5.4,0.0009893076417869242,371.6,29.1,2801
5.5,3.6,0.0013442442602282663,373.4,30.5,2901
6.2,4.3,0.000848325394110358,372.7,29.8,3001
5.8,5.3,0.0016401832555146844,371.7,30.2,3101
5.7,3.9,0.0008984152252947906,373.1,30.3,3201
5.3,5.0,0.0016479960874271292,372.6,30.1,3301
6.1,5.2,0.0013014650267655122,371.8,29.9,3401
4.5,4.8,0.0016868226265491896,372.2,31.5,3501
5.0,6.0,0.0009334230969165368,372.0,30.0,3601
5.7,3.5,0.0008620985745800575,373.5,30.3,3701
