FN,FP,TN,TP,sr
10.0,11.8,365.2,26.0,101
10.0,7.8,369.2,26.0,201
9.6,9.9,367.1,26.4,301
10.5,8.0,369.0,25.5,401
9.5,7.3,369.7,26.5,501
8.5,7.8,369.2,27.5,601
8.5,9.2,367.8,27.5,701
8.6,7.6,369.4,27.4,801
8.0,7.1,369.9,28.0,901
7.4,6.1,370.9,28.6,1001
8.1,6.7,370.3,27.9,1101
6.0,8.0,369.0,30.0,1201
7.8,8.8,368.2,28.2,1301
6.7,6.5,370.5,29.3,1401
6.6,4.8,372.2,29.4,1501
6.1,6.2,370.8,29.9,1601
7.0,7.1,369.9,29.0,1701
6.9,5.6,371.4,29.1,1801
6.5,6.0,371.0,29.5,1901
5.5,5.6,371.4,30.5,2001
5.6,5.1,371.9,30.4,2101
6.1,5.4,371.6,29.9,2201
6.2,5.1,371.9,29.8,2301
4.4,5.0,372.0,31.6,2401
6.4,6.5,370.5,29.6,2501
5.9,4.7,372.3,30.1,2601
4.8,5.7,371.3,31.2,2701
5.4,4.6,372.4,30.6,2801
5.9,4.7,372.3,30.1,2901
5.9,5.3,371.7,30.1,3001
4.6,5.1,371.9,31.4,3101
5.8,4.0,373.0,30.2,3201
5.1,4.6,372.9,30.4,3301
4.5,4.0,373.0,31.5,3401
4.8,4.1,372.9,31.2,3501
5.4,4.6,373.4,29.6,3601
4.5,3.0,374.0,31.5,3701
