FN,FP,TN,TP,sr
16.1,9.7,367.3,19.9,101
12.0,12.1,364.9,24.0,201
10.9,7.0,370.0,25.1,301
9.6,8.1,368.9,26.4,401
10.5,8.7,368.3,25.5,501
10.2,7.6,369.4,25.8,601
7.5,7.0,370.0,28.5,701
9.9,6.8,370.2,26.1,801
8.6,6.3,370.7,27.4,901
8.3,7.5,369.5,27.7,1001
7.5,6.3,370.7,28.5,1101
8.1,6.7,370.3,27.9,1201
8.9,6.3,370.7,27.1,1301
7.4,5.3,371.7,28.6,1401
7.3,6.0,371.0,28.7,1501
7.1,5.8,371.2,28.9,1601
6.4,5.7,371.3,29.6,1701
8.0,7.5,369.5,28.0,1801
7.0,4.3,372.7,29.0,1901
7.3,5.0,372.0,28.7,2001
5.9,5.2,371.8,30.1,2101
7.1,4.3,372.7,28.9,2201
6.1,5.1,371.9,29.9,2301
6.5,5.2,371.8,29.5,2401
5.5,4.3,372.7,30.5,2501
5.2,5.6,371.4,30.8,2601
6.3,5.1,371.9,29.7,2701
6.1,4.6,372.4,29.9,2801
5.3,4.1,372.9,30.7,2901
5.6,4.3,372.7,30.4,3001
5.3,3.8,373.2,30.7,3101
6.2,4.1,372.9,29.8,3201
6.7,4.1,373.4,28.8,3301
6.7,4.7,372.3,29.3,3401
5.4,4.3,372.7,30.6,3501
3.9,3.4,374.6,31.1,3601
4.4,3.0,374.0,31.6,3701
