FN,FP,TN,TP,sr
10.8,12.7,364.3,25.2,101
11.5,8.5,368.5,24.5,201
10.2,8.8,368.2,25.8,301
10.9,10.8,366.2,25.1,401
8.9,9.0,368.0,27.1,501
8.5,7.8,369.2,27.5,601
8.2,8.3,368.7,27.8,701
8.7,8.3,368.7,27.3,801
6.9,7.1,369.9,29.1,901
7.9,7.8,369.2,28.1,1001
6.8,5.6,371.4,29.2,1101
8.1,7.8,369.2,27.9,1201
7.8,3.5,373.5,28.2,1301
8.1,5.2,371.8,27.9,1401
6.1,6.0,371.0,29.9,1501
5.9,5.4,371.6,30.1,1601
5.8,6.7,370.3,30.2,1701
6.5,4.9,372.1,29.5,1801
5.3,6.5,370.5,30.7,1901
5.7,4.4,372.6,30.3,2001
6.2,5.2,371.8,29.8,2101
6.2,6.4,370.6,29.8,2201
6.1,5.8,371.2,29.9,2301
6.2,6.0,371.0,29.8,2401
4.4,5.0,372.0,31.6,2501
6.7,5.3,371.7,29.3,2601
4.9,4.7,372.3,31.1,2701
4.5,5.3,371.7,31.5,2801
5.8,3.9,373.1,30.2,2901
4.8,4.5,372.5,31.2,3001
5.7,4.2,372.8,30.3,3101
5.5,5.0,372.0,30.5,3201
4.4,5.0,372.5,31.1,3301
4.7,4.8,372.2,31.3,3401
5.1,4.1,372.9,30.9,3501
4.2,5.9,372.1,30.8,3601
5.3,3.8,373.2,30.7,3701
