FN,FP,TN,TP,sr
16.5,8.2,368.8,19.5,101
10.8,8.3,368.7,25.2,201
8.4,9.8,367.2,27.6,301
11.9,6.4,370.6,24.1,401
10.0,7.4,369.6,26.0,501
7.5,8.4,368.6,28.5,601
9.8,6.4,370.6,26.2,701
9.9,6.9,370.1,26.1,801
8.2,7.0,370.0,27.8,901
8.2,7.6,369.4,27.8,1001
7.6,6.3,370.7,28.4,1101
8.0,6.4,370.6,28.0,1201
8.4,6.2,370.8,27.6,1301
7.3,7.0,370.0,28.7,1401
7.2,5.6,371.4,28.8,1501
6.5,5.2,371.8,29.5,1601
7.5,5.5,371.5,28.5,1701
8.1,5.2,371.8,27.9,1801
8.2,5.1,371.9,27.8,1901
7.3,4.2,372.8,28.7,2001
6.7,5.0,372.0,29.3,2101
6.6,5.9,371.1,29.4,2201
6.0,5.3,371.7,30.0,2301
6.3,6.3,370.7,29.7,2401
5.3,3.9,373.1,30.7,2501
5.3,5.0,372.0,30.7,2601
5.6,3.9,373.1,30.4,2701
5.3,4.2,372.8,30.7,2801
7.3,4.4,372.6,28.7,2901
7.1,3.6,373.4,28.9,3001
6.0,5.5,371.5,30.0,3101
4.3,4.5,372.5,31.7,3201
6.0,4.2,373.2,29.6,3301
5.9,3.3,373.7,30.1,3401
4.9,3.7,373.3,31.1,3501
5.0,4.2,373.8,30.0,3601
5.2,2.6,374.4,30.8,3701
