FN,FP,TN,TP,sr
32.7,20.3,356.7,3.3,101
18.7,6.5,370.5,17.3,201
11.1,7.1,369.9,24.9,301
10.0,8.3,368.7,26.0,401
10.4,4.8,372.2,25.6,501
8.0,6.3,370.7,28.0,601
8.2,7.1,369.9,27.8,701
9.1,6.4,370.6,26.9,801
8.5,5.3,371.7,27.5,901
7.5,5.9,371.1,28.5,1001
7.0,5.9,371.1,29.0,1101
7.3,5.3,371.7,28.7,1201
6.5,4.9,372.1,29.5,1301
8.5,5.5,371.5,27.5,1401
7.2,4.0,373.0,28.8,1501
6.0,4.9,372.1,30.0,1601
7.0,4.5,372.5,29.0,1701
6.2,5.1,371.9,29.8,1801
7.7,4.9,372.1,28.3,1901
6.1,4.8,372.2,29.9,2001
7.5,4.2,372.8,28.5,2101
6.3,4.4,372.6,29.7,2201
5.8,5.0,372.0,30.2,2301
6.2,5.5,371.5,29.8,2401
6.0,4.4,372.6,30.0,2501
6.0,4.9,372.1,30.0,2601
5.5,4.3,372.7,30.5,2701
5.3,3.8,373.2,30.7,2801
5.3,4.2,372.8,30.7,2901
6.4,3.6,373.4,29.6,3001
4.3,3.6,373.4,31.7,3101
4.6,4.2,372.8,31.4,3201
4.4,4.7,372.5,31.4,3301
6.2,4.0,373.0,29.8,3401
5.0,3.9,373.1,31.0,3501
4.4,2.6,375.4,30.6,3601
5.3,2.7,374.3,30.7,3701
