FN,FP,TN,TP,sr
16.2,5.9,371.1,19.8,101
12.8,8.9,368.1,23.2,201
10.9,7.5,369.5,25.1,301
8.2,7.0,370.0,27.8,401
9.3,9.4,367.6,26.7,501
9.2,6.1,370.9,26.8,601
10.1,7.6,369.4,25.9,701
8.9,5.4,371.6,27.1,801
9.3,5.8,371.2,26.7,901
8.4,6.4,370.6,27.6,1001
7.2,7.0,370.0,28.8,1101
6.9,6.4,370.6,29.1,1201
9.5,6.1,370.9,26.5,1301
7.2,5.3,371.7,28.8,1401
8.6,5.4,371.6,27.4,1501
7.4,5.1,371.9,28.6,1601
7.0,6.4,370.6,29.0,1701
6.5,5.9,371.1,29.5,1801
6.1,5.6,371.4,29.9,1901
7.9,5.5,371.5,28.1,2001
7.7,4.7,372.3,28.3,2101
5.3,3.7,373.3,30.7,2201
6.5,4.2,372.8,29.5,2301
7.1,5.7,371.3,28.9,2401
5.7,3.2,373.8,30.3,2501
7.0,5.0,372.0,29.0,2601
5.3,5.0,372.0,30.7,2701
6.6,4.9,372.1,29.4,2801
5.7,6.2,370.8,30.3,2901
4.6,5.1,371.9,31.4,3001
5.4,5.3,371.7,30.6,3101
5.8,3.7,373.3,30.2,3201
5.0,5.5,371.8,30.7,3301
4.6,3.1,373.9,31.4,3401
5.6,5.2,371.8,30.4,3501
6.5,4.3,373.7,28.5,3601
5.8,4.8,372.2,30.2,3701
