FN,FP,MSE,TN,TP,sr
19.2,12.7,0.0031481108157714287,364.3,16.8,101
9.6,11.3,0.0030521552171704058,365.7,26.4,201
9.5,10.3,0.0014209083215257466,366.7,26.5,301
7.3,10.4,0.0028618033287701908,366.6,28.7,401
11.6,6.4,0.00136870350653554,370.6,24.4,501
8.6,5.7,0.0016388670563010608,371.3,27.4,601
8.5,6.8,0.0017957032234693336,370.2,27.5,701
7.4,5.9,0.0013638525809253031,371.1,28.6,801
9.3,6.4,0.002192695545871618,370.6,26.7,901
7.2,8.3,0.0039010045602877615,368.7,28.8,1001
7.6,6.5,0.0018624626767364792,370.5,28.4,1101
7.3,6.9,0.0020481409626101135,370.1,28.7,1201
6.3,5.9,0.0020474358392072703,371.1,29.7,1301
5.3,6.0,0.00218958150047249,371.0,30.7,1401
6.1,5.4,0.0022181945520652387,371.6,29.9,1501
7.0,7.1,0.0009965479704418367,369.9,29.0,1601
8.1,6.8,0.002425588264957356,370.2,27.9,1701
6.5,7.1,0.0017753072905138637,369.9,29.5,1801
6.8,5.8,0.0010162872528670691,371.2,29.2,1901
5.8,7.2,0.0021560515006190002,369.8,30.2,2001
7.7,6.6,0.0020974643191654435,370.4,28.3,2101
6.6,5.8,0.0020472966520162033,371.2,29.4,2201
6.0,6.4,0.0015570527574157267,370.6,30.0,2301
6.9,6.7,0.0017982437150976742,370.3,29.1,2401
7.3,5.5,0.0030781892796206264,371.5,28.7,2501
7.6,3.9,0.001143458933959218,373.1,28.4,2601
5.9,5.0,0.001055791445564181,372.0,30.1,2701
6.1,5.0,0.0015017999632281763,372.0,29.9,2801
5.6,3.5,0.001438938413324599,373.5,30.4,2901
5.6,5.2,0.0015375836173278572,371.8,30.4,3001
5.0,4.9,0.0013645005654513897,372.1,31.0,3101
3.7,4.3,0.00058346954762624,372.7,32.3,3201
5.0,4.4,0.0013071809799161244,373.1,30.5,3301
4.7,4.7,0.0015473317906247092,372.3,31.3,3401
3.9,4.4,0.001271065942891685,372.6,32.1,3501
6.1,3.9,0.001291965334079082,374.1,28.9,3601
3.4,3.6,0.000792631508650614,373.4,32.6,3701
