FN,FP,MSE,TN,TP,sr
34.6,0.8,0.00876371177486794,376.2,1.4,101
18.8,8.7,0.002867875033431693,368.3,17.2,201
8.8,8.4,0.0031366214152973803,368.6,27.2,301
4.8,9.9,0.001658901614212009,367.1,31.2,401
8.6,8.2,0.0013461106100499348,368.8,27.4,501
6.6,6.2,0.002198484036563307,370.8,29.4,601
7.8,5.5,0.002029177940555286,371.5,28.2,701
6.1,8.3,0.0016700326858189237,368.7,29.9,801
7.2,4.9,0.0020499360105969574,372.1,28.8,901
6.9,4.8,0.002214000904569822,372.2,29.1,1001
7.7,5.3,0.001684100873826799,371.7,28.3,1101
6.4,4.3,0.0011941153617092035,372.7,29.6,1201
8.9,6.0,0.002087432812315612,371.0,27.1,1301
7.5,7.7,0.002130605130607677,369.3,28.5,1401
7.2,6.4,0.00223847037545603,370.6,28.8,1501
6.1,4.5,0.0008751859464196058,372.5,29.9,1601
6.1,5.2,0.0016391005943214546,371.8,29.9,1701
7.6,3.1,0.0012375217032137452,373.9,28.4,1801
6.3,5.3,0.0010990428917638042,371.7,29.7,1901
8.8,4.0,0.0018496882617959798,373.0,27.2,2001
6.7,5.1,0.001975820895524213,371.9,29.3,2101
5.0,4.8,0.0014626438089658275,372.2,31.0,2201
6.9,5.0,0.0010942994979706382,372.0,29.1,2301
6.4,4.5,0.0007848066211699892,372.5,29.6,2401
6.8,4.2,0.0009666346831496556,372.8,29.2,2501
5.8,5.3,0.00105889898837102,371.7,30.2,2601
6.2,4.6,0.0010241774384045204,372.4,29.8,2701
5.2,4.7,0.0011335288166851986,372.3,30.8,2801
5.7,5.1,0.001166342912969715,371.9,30.3,2901
6.5,3.2,0.0017549498793657727,373.8,29.5,3001
5.6,5.1,0.0007674437266366694,371.9,30.4,3101
5.0,4.5,0.0008863650929770205,372.5,31.0,3201
5.0,5.4,0.0016420329482859652,371.7,30.9,3301
4.7,4.8,0.0010171158635691457,372.2,31.3,3401
4.6,5.6,0.0013869686915813245,371.4,31.4,3501
5.0,5.2,0.0012770406123223514,372.8,30.0,3601
3.3,5.2,0.001651467312664464,371.8,32.7,3701
