FN,FP,TN,TP,sr
13.3,11.0,366.0,22.7,101
10.7,8.8,368.2,25.3,201
11.0,9.9,367.1,25.0,301
8.3,7.6,369.4,27.7,401
9.0,8.6,368.4,27.0,501
8.9,10.7,366.3,27.1,601
9.3,8.7,368.3,26.7,701
6.6,6.8,370.2,29.4,801
8.5,6.8,370.2,27.5,901
9.8,6.7,370.3,26.2,1001
8.5,8.5,368.5,27.5,1101
6.0,6.0,371.0,30.0,1201
6.2,8.3,368.7,29.8,1301
6.5,9.0,368.0,29.5,1401
6.8,5.5,371.5,29.2,1501
6.3,7.0,370.0,29.7,1601
5.8,6.0,371.0,30.2,1701
5.5,6.1,370.9,30.5,1801
5.8,5.2,371.8,30.2,1901
6.8,6.6,370.4,29.2,2001
7.0,4.2,372.8,29.0,2101
5.3,5.0,372.0,30.7,2201
5.6,5.0,372.0,30.4,2301
6.5,3.8,373.2,29.5,2401
5.1,6.0,371.0,30.9,2501
4.7,4.9,372.1,31.3,2601
5.3,5.1,371.9,30.7,2701
5.4,4.4,372.6,30.6,2801
5.1,3.2,373.8,30.9,2901
4.9,4.9,372.1,31.1,3001
4.8,6.0,371.0,31.2,3101
4.8,3.5,373.5,31.2,3201
4.3,4.2,373.3,31.2,3301
4.6,4.9,372.1,31.4,3401
5.9,4.2,372.8,30.1,3501
4.0,5.1,372.9,31.0,3601
4.4,4.8,372.2,31.6,3701
