FN,FP,TN,TP,sr
32.4,15.8,361.2,3.6,101
14.3,7.0,370.0,21.7,201
11.2,7.3,369.7,24.8,301
7.5,6.0,371.0,28.5,401
7.3,8.7,368.3,28.7,501
9.4,7.3,369.7,26.6,601
7.1,7.3,369.7,28.9,701
8.3,5.9,371.1,27.7,801
6.7,8.5,368.5,29.3,901
7.8,6.9,370.1,28.2,1001
7.9,7.5,369.5,28.1,1101
7.4,6.4,370.6,28.6,1201
7.3,5.6,371.4,28.7,1301
7.9,6.5,370.5,28.1,1401
6.5,5.2,371.8,29.5,1501
7.0,5.8,371.2,29.0,1601
6.6,5.6,371.4,29.4,1701
6.3,4.7,372.3,29.7,1801
6.1,3.4,373.6,29.9,1901
7.3,5.0,372.0,28.7,2001
6.8,4.7,372.3,29.2,2101
6.3,3.5,373.5,29.7,2201
7.6,5.0,372.0,28.4,2301
7.2,5.0,372.0,28.8,2401
5.3,4.9,372.1,30.7,2501
6.9,4.8,372.2,29.1,2601
5.5,4.5,372.5,30.5,2701
4.4,5.7,371.3,31.6,2801
6.1,4.2,372.8,29.9,2901
6.3,5.0,372.0,29.7,3001
5.6,3.7,373.3,30.4,3101
5.7,4.5,372.5,30.3,3201
4.9,2.7,375.0,30.4,3301
5.0,4.5,372.5,31.0,3401
4.7,4.2,372.8,31.3,3501
4.0,3.9,374.1,31.0,3601
4.7,3.8,373.2,31.3,3701
