FN,FP,TN,TP,sr
18.4,12.6,364.4,17.6,101
10.8,5.6,371.4,25.2,201
9.3,7.4,369.6,26.7,301
8.8,5.8,371.2,27.2,401
10.0,6.8,370.2,26.0,501
8.8,7.3,369.7,27.2,601
8.3,7.1,369.9,27.7,701
8.2,6.3,370.7,27.8,801
7.4,6.6,370.4,28.6,901
7.8,5.5,371.5,28.2,1001
9.5,4.8,372.2,26.5,1101
7.6,6.3,370.7,28.4,1201
7.5,6.2,370.8,28.5,1301
8.3,7.2,369.8,27.7,1401
6.2,7.2,369.8,29.8,1501
7.9,5.5,371.5,28.1,1601
6.5,4.2,372.8,29.5,1701
7.1,6.1,370.9,28.9,1801
5.8,4.6,372.4,30.2,1901
6.5,5.0,372.0,29.5,2001
7.7,5.5,371.5,28.3,2101
6.0,5.3,371.7,30.0,2201
5.5,5.5,371.5,30.5,2301
7.0,6.1,370.9,29.0,2401
5.7,5.0,372.0,30.3,2501
7.1,6.5,370.5,28.9,2601
6.9,4.4,372.6,29.1,2701
5.7,5.4,371.6,30.3,2801
7.0,5.3,371.7,29.0,2901
5.5,5.9,371.1,30.5,3001
5.7,6.0,371.0,30.3,3101
6.1,4.6,372.4,29.9,3201
5.4,4.7,372.8,30.1,3301
5.8,4.3,372.7,30.2,3401
4.8,5.2,371.8,31.2,3501
5.6,4.3,373.7,29.4,3601
5.3,2.5,374.5,30.7,3701
