FN,FP,TN,TP,sr
34.7,18.7,358.3,1.3,101
26.3,8.5,368.5,9.7,201
11.3,6.5,370.5,24.7,301
7.8,6.6,370.4,28.2,401
8.4,8.1,368.9,27.6,501
7.2,6.1,370.9,28.8,601
8.3,6.5,370.5,27.7,701
9.2,7.3,369.7,26.8,801
8.0,6.5,370.5,28.0,901
9.2,6.1,370.9,26.8,1001
7.2,4.7,372.3,28.8,1101
6.5,7.1,369.9,29.5,1201
7.7,5.3,371.7,28.3,1301
4.8,6.5,370.5,31.2,1401
5.5,5.4,371.6,30.5,1501
6.6,6.2,370.8,29.4,1601
7.1,5.2,371.8,28.9,1701
5.7,5.3,371.7,30.3,1801
6.4,3.4,373.6,29.6,1901
6.2,3.7,373.3,29.8,2001
5.6,6.4,370.6,30.4,2101
6.2,4.3,372.7,29.8,2201
6.1,3.9,373.1,29.9,2301
5.5,3.8,373.2,30.5,2401
6.5,4.5,372.5,29.5,2501
5.7,4.4,372.6,30.3,2601
6.8,5.1,371.9,29.2,2701
5.9,4.9,372.1,30.1,2801
6.2,4.5,372.5,29.8,2901
6.4,5.8,371.2,29.6,3001
4.0,4.2,372.8,32.0,3101
4.3,3.6,373.4,31.7,3201
5.4,5.0,372.3,30.3,3301
5.0,4.0,373.0,31.0,3401
4.5,4.9,372.1,31.5,3501
4.3,4.0,374.0,30.7,3601
4.9,4.0,373.0,31.1,3701
