FN,FP,MSE,TN,TP,sr
32.3,15.6,0.008844576282470944,361.4,3.7,101
14.9,9.7,0.0038467023901108317,367.3,21.1,201
9.3,9.1,0.002281238599395368,367.9,26.7,301
9.8,8.8,0.002346918710650133,368.2,26.2,401
6.8,8.7,0.0019204565096904258,368.3,29.2,501
8.3,8.8,0.0020593973405647896,368.2,27.7,601
6.4,6.2,0.0014753559746223913,370.8,29.6,701
5.3,5.9,0.0019319567635882582,371.1,30.7,801
8.5,6.6,0.0019004830606691244,370.4,27.5,901
7.9,7.1,0.0016729048851773058,369.9,28.1,1001
7.6,6.2,0.0013543279987602208,370.8,28.4,1101
7.4,6.0,0.0019059319140149271,371.0,28.6,1201
8.1,6.2,0.0014899772047617537,370.8,27.9,1301
7.6,4.9,0.0012607969414681788,372.1,28.4,1401
7.0,4.8,0.0013002252123496495,372.2,29.0,1501
7.0,4.3,0.001925393159572904,372.7,29.0,1601
6.9,5.7,0.0012940338184672215,371.3,29.1,1701
7.0,5.2,0.000927628658120156,371.8,29.0,1801
7.3,5.6,0.0013861774678628285,371.4,28.7,1901
7.5,6.2,0.0021992359526647144,370.8,28.5,2001
8.0,5.7,0.0015419471845010896,371.3,28.0,2101
7.0,4.0,0.001806216814647239,373.0,29.0,2201
5.8,4.8,0.0013081606894029955,372.2,30.2,2301
6.3,5.5,0.001678554455369221,371.5,29.7,2401
5.6,4.9,0.0017585125344032853,372.1,30.4,2501
6.4,5.3,0.0012266693814911758,371.7,29.6,2601
6.2,4.1,0.0010436015429166805,372.9,29.8,2701
6.6,4.5,0.0019024939199494845,372.5,29.4,2801
4.6,4.5,0.0016060272382856576,372.5,31.4,2901
5.2,4.2,0.0014062169957891227,372.8,30.8,3001
5.6,5.8,0.0013892323432171338,371.2,30.4,3101
5.9,4.4,0.0010777974656944992,372.6,30.1,3201
5.4,5.2,0.0013439781166750782,372.3,30.1,3301
5.8,5.2,0.001231633059339076,371.8,30.2,3401
5.4,5.2,0.0016269761145385748,371.8,30.6,3501
4.7,4.7,0.0014073303715402509,373.3,30.3,3601
5.1,5.4,0.001380472041175411,371.6,30.9,3701
