FN,FP,TN,TP,sr
32.8,28.8,348.2,3.2,101
15.5,7.4,369.6,20.5,201
11.0,6.8,370.2,25.0,301
7.7,6.5,370.5,28.3,401
9.4,9.3,367.7,26.6,501
7.4,8.1,368.9,28.6,601
7.0,7.7,369.3,29.0,701
7.3,7.5,369.5,28.7,801
7.8,7.1,369.9,28.2,901
7.9,6.3,370.7,28.1,1001
7.3,7.0,370.0,28.7,1101
6.5,7.9,369.1,29.5,1201
7.7,5.9,371.1,28.3,1301
6.6,6.5,370.5,29.4,1401
5.6,7.2,369.8,30.4,1501
7.5,6.5,370.5,28.5,1601
6.2,6.5,370.5,29.8,1701
7.6,6.0,371.0,28.4,1801
7.4,5.5,371.5,28.6,1901
7.3,6.1,370.9,28.7,2001
7.4,6.9,370.1,28.6,2101
5.0,9.9,367.1,31.0,2201
4.3,7.3,369.7,31.7,2301
7.9,6.1,370.9,28.1,2401
6.8,6.3,370.7,29.2,2501
5.2,7.7,369.3,30.8,2601
7.3,6.2,370.8,28.7,2701
5.9,7.3,369.7,30.1,2801
9.3,3.9,373.1,26.7,2901
7.3,7.6,369.4,28.7,3001
6.8,4.7,372.3,29.2,3101
8.1,6.7,370.3,27.9,3201
9.4,5.0,372.5,26.1,3301
6.5,6.8,370.2,29.5,3401
6.6,6.9,370.1,29.4,3501
7.9,5.1,372.9,27.1,3601
9.0,8.2,368.8,27.0,3701
