FN,FP,TN,TP,sr
28.9,29.9,347.1,7.1,101
12.8,6.6,370.4,23.2,201
9.2,6.5,370.5,26.8,301
8.2,8.8,368.2,27.8,401
8.1,7.5,369.5,27.9,501
6.9,8.3,368.7,29.1,601
6.3,7.7,369.3,29.7,701
9.5,4.8,372.2,26.5,801
6.9,8.1,368.9,29.1,901
6.2,5.8,371.2,29.8,1001
8.8,7.3,369.7,27.2,1101
7.2,6.5,370.5,28.8,1201
6.4,7.6,369.4,29.6,1301
7.6,8.4,368.6,28.4,1401
7.5,6.3,370.7,28.5,1501
5.4,5.5,371.5,30.6,1601
7.0,7.9,369.1,29.0,1701
6.7,6.1,370.9,29.3,1801
6.2,8.0,369.0,29.8,1901
7.0,5.3,371.7,29.0,2001
7.9,6.9,370.1,28.1,2101
6.3,7.3,369.7,29.7,2201
7.1,5.5,371.5,28.9,2301
5.9,7.7,369.3,30.1,2401
6.7,5.2,371.8,29.3,2501
6.6,5.7,371.3,29.4,2601
8.8,4.6,372.4,27.2,2701
7.8,6.6,370.4,28.2,2801
6.5,5.5,371.5,29.5,2901
7.0,5.6,371.4,29.0,3001
8.0,7.1,369.9,28.0,3101
7.8,6.0,371.0,28.2,3201
5.3,8.6,368.5,30.6,3301
7.7,6.5,370.5,28.3,3401
6.9,6.7,370.3,29.1,3501
7.1,6.8,371.2,27.9,3601
6.9,6.3,370.7,29.1,3701
