FN,FP,MSE,TN,TP,sr
10.8,13.6,0.0027019100941619856,363.4,25.2,101
13.2,8.9,0.004809912498131719,368.1,22.8,201
8.1,8.0,0.003670853510895884,369.0,27.9,301
8.3,9.0,0.003360774818401937,368.0,27.7,401
7.9,9.3,0.0030356526386646943,367.7,28.1,501
8.8,8.8,0.0034026965223806042,368.2,27.2,601
8.2,7.4,0.0027609057957022213,369.6,27.8,701
9.3,8.3,0.0032973633060534814,368.7,26.7,801
8.9,7.5,0.002400827944212783,369.5,27.1,901
8.2,7.9,0.0028818514644021282,369.1,27.8,1001
7.6,7.9,0.0023798224877784654,369.1,28.4,1101
8.0,9.1,0.0034611977746505985,367.9,28.0,1201
7.4,6.6,0.0009252470481631865,370.4,28.6,1301
7.6,7.2,0.00303161954488271,369.8,28.4,1401
7.3,6.5,0.0032215516870112344,370.5,28.7,1501
7.1,7.2,0.002044740909748607,369.8,28.9,1601
5.9,5.7,0.0015946150889056075,371.3,30.1,1701
7.5,6.1,0.0017512520623260562,370.9,28.5,1801
7.9,5.8,0.0022285925878769044,371.2,28.1,1901
7.7,4.4,0.0023707641734948114,372.6,28.3,2001
5.5,5.8,0.002717678207577409,371.2,30.5,2101
6.2,4.5,0.002039622056397975,372.5,29.8,2201
6.3,6.0,0.0018318475997092711,371.0,29.7,2301
4.9,5.0,0.001097821282162046,372.0,31.1,2401
6.0,4.3,0.00130853622376595,372.7,30.0,2501
5.5,4.1,0.0019462958364502253,372.9,30.5,2601
5.2,4.2,0.0011428845218635372,372.8,30.8,2701
6.6,5.1,0.0025802344943366973,371.9,29.4,2801
5.2,5.1,0.0019581040169313777,371.9,30.8,2901
6.0,3.7,0.0007932196130415676,373.3,30.0,3001
4.7,4.5,0.0009885696608641233,372.5,31.3,3101
4.4,3.3,0.0018085011643400556,373.7,31.6,3201
6.0,4.6,0.0019147256291464835,372.9,29.5,3301
5.5,4.0,0.00098435880456513,373.0,30.5,3401
4.6,3.6,0.0006824014386461681,373.4,31.4,3501
5.3,4.2,0.0008671889637054054,373.8,29.7,3601
4.8,4.2,0.001260236037936428,372.8,31.2,3701
