FN,FP,TN,TP,sr
35.6,3.6,373.4,0.4,101
23.4,10.5,366.5,12.6,201
11.1,7.8,369.2,24.9,301
7.7,8.7,368.3,28.3,401
10.6,6.2,370.8,25.4,501
9.1,8.0,369.0,26.9,601
7.7,9.5,367.5,28.3,701
8.3,5.7,371.3,27.7,801
8.2,5.0,372.0,27.8,901
8.6,5.1,371.9,27.4,1001
6.8,6.7,370.3,29.2,1101
6.4,5.8,371.2,29.6,1201
5.8,6.5,370.5,30.2,1301
7.7,5.5,371.5,28.3,1401
6.9,4.4,372.6,29.1,1501
5.2,4.7,372.3,30.8,1601
8.1,3.1,373.9,27.9,1701
6.6,5.1,371.9,29.4,1801
7.7,5.3,371.7,28.3,1901
6.7,4.6,372.4,29.3,2001
5.6,4.2,372.8,30.4,2101
5.0,4.7,372.3,31.0,2201
5.4,3.4,373.6,30.6,2301
6.0,4.6,372.4,30.0,2401
5.3,5.8,371.2,30.7,2501
7.4,4.2,372.8,28.6,2601
5.5,4.1,372.9,30.5,2701
5.7,5.7,371.3,30.3,2801
6.4,5.0,372.0,29.6,2901
4.9,3.5,373.5,31.1,3001
5.7,4.1,372.9,30.3,3101
5.6,4.3,372.7,30.4,3201
5.5,4.7,373.0,29.8,3301
4.8,3.2,373.8,31.2,3401
4.4,3.9,373.1,31.6,3501
5.1,4.3,373.7,29.9,3601
5.2,4.1,372.9,30.8,3701
