FN,FP,TN,TP,sr
12.4,11.7,365.3,23.6,101
9.9,8.8,368.2,26.1,201
10.9,6.3,370.7,25.1,301
9.8,10.9,366.1,26.2,401
9.2,6.9,370.1,26.8,501
9.4,7.0,370.0,26.6,601
7.9,6.8,370.2,28.1,701
6.8,9.3,367.7,29.2,801
6.5,7.1,369.9,29.5,901
7.8,6.6,370.4,28.2,1001
7.2,5.7,371.3,28.8,1101
7.6,6.2,370.8,28.4,1201
6.3,6.5,370.5,29.7,1301
6.6,7.1,369.9,29.4,1401
7.7,5.7,371.3,28.3,1501
8.1,6.3,370.7,27.9,1601
6.7,5.4,371.6,29.3,1701
4.5,7.1,369.9,31.5,1801
6.3,7.3,369.7,29.7,1901
5.4,7.4,369.6,30.6,2001
5.7,7.1,369.9,30.3,2101
7.1,7.3,369.7,28.9,2201
9.5,5.1,371.9,26.5,2301
6.3,7.2,369.8,29.7,2401
6.7,5.3,371.7,29.3,2501
6.4,7.1,369.9,29.6,2601
7.3,4.8,372.2,28.7,2701
4.7,8.2,368.8,31.3,2801
7.4,6.2,370.8,28.6,2901
7.8,6.5,370.5,28.2,3001
7.1,6.3,370.7,28.9,3101
8.3,5.9,371.1,27.7,3201
7.0,7.2,370.7,28.1,3301
7.4,7.0,370.0,28.6,3401
8.4,4.8,372.2,27.6,3501
7.9,6.2,371.8,27.1,3601
6.9,6.7,370.3,29.1,3701
