FN,FP,MSE,TN,TP,sr
29.2,16.8,0.010305814527577537,360.2,6.8,101
10.9,9.7,0.003647634787041873,367.3,25.1,201
7.3,10.0,0.002344657905150522,367.0,28.7,301
6.8,8.5,0.0024822667249132175,368.5,29.2,401
7.7,8.2,0.002406094900158748,368.8,28.3,501
8.5,5.7,0.00267073715294745,371.3,27.5,601
8.3,7.2,0.001506829921284647,369.8,27.7,701
6.2,7.2,0.0016581072222084162,369.8,29.8,801
6.8,5.9,0.002675685819932092,371.1,29.2,901
8.6,6.7,0.0022006510485559926,370.3,27.4,1001
7.6,5.4,0.001326881989213932,371.6,28.4,1101
7.7,6.9,0.002357746964112809,370.1,28.3,1201
7.7,5.2,0.0017194861756106472,371.8,28.3,1301
7.1,4.7,0.001107571839824977,372.3,28.9,1401
8.5,6.1,0.0019667984122204414,370.9,27.5,1501
5.9,6.3,0.0019485288637542558,370.7,30.1,1601
6.6,5.3,0.0005806615287188017,371.7,29.4,1701
7.4,4.9,0.001593193584719518,372.1,28.6,1801
6.5,6.3,0.0020282782143519907,370.7,29.5,1901
5.6,5.0,0.001452572468759058,372.0,30.4,2001
5.0,5.0,0.001246088758479254,372.0,31.0,2101
6.3,6.2,0.0014384963831676248,370.8,29.7,2201
5.9,4.5,0.00138708023418408,372.5,30.1,2301
4.8,5.8,0.0013780925753175274,371.2,31.2,2401
4.7,5.4,0.0014274483222611336,371.6,31.3,2501
6.6,4.7,0.001233377875745087,372.3,29.4,2601
6.2,5.2,0.0014381619585379652,371.8,29.8,2701
6.3,3.7,0.0020412890157099667,373.3,29.7,2801
4.1,5.1,0.001840056350976741,371.9,31.9,2901
5.0,5.7,0.00137768913578841,371.3,31.0,3001
6.7,3.9,0.0015953099598572406,373.1,29.3,3101
4.9,5.0,0.0014255548326652097,372.0,31.1,3201
4.8,4.6,0.0019022646133805912,372.9,30.7,3301
6.5,4.0,0.0012118014855197743,373.0,29.5,3401
5.7,3.9,0.0016443809976868819,373.1,30.3,3501
5.6,4.7,0.001408038951514754,373.3,29.4,3601
4.9,5.5,0.0010121668256308739,371.5,31.1,3701
