FN,FP,MSE,TN,TP,sr
24.6,11.5,0.007660337770200969,365.5,11.4,101
9.6,9.2,0.004248112331830171,367.8,26.4,201
8.1,9.7,0.0030349905174153497,367.3,27.9,301
6.8,8.5,0.0013257387305193598,368.5,29.2,401
6.6,7.9,0.0019719058740797608,369.1,29.4,501
8.1,7.3,0.002038513952534202,369.7,27.9,601
9.4,6.9,0.002215092429563214,370.1,26.6,701
5.9,6.1,0.0012341523421086965,370.9,30.1,801
7.7,7.0,0.0014204208104542195,370.0,28.3,901
7.5,5.6,0.002125154347602053,371.4,28.5,1001
7.7,5.3,0.0014831250230174413,371.7,28.3,1101
8.3,5.5,0.0015377861704791115,371.5,27.7,1201
7.5,5.0,0.0019115632166497823,372.0,28.5,1301
8.5,4.2,0.001679000854748415,372.8,27.5,1401
5.4,5.6,0.0020311733393048852,371.4,30.6,1501
7.5,4.6,0.0017744048528200891,372.4,28.5,1601
6.3,5.1,0.0011625371209874477,371.9,29.7,1701
7.6,5.6,0.0024433579422340063,371.4,28.4,1801
5.6,6.0,0.001732882727179387,371.0,30.4,1901
7.1,4.1,0.0015143692640448413,372.9,28.9,2001
5.8,4.9,0.0007848429896545148,372.1,30.2,2101
6.5,6.5,0.0015443560478073815,370.5,29.5,2201
5.6,3.8,0.0012390630510939451,373.2,30.4,2301
5.7,5.2,0.0011146217591731559,371.8,30.3,2401
5.9,5.9,0.0012999423464032907,371.1,30.1,2501
6.4,6.4,0.001510839522300618,370.6,29.6,2601
6.5,3.6,0.0017492109651892664,373.4,29.5,2701
4.8,5.7,0.001423207248761144,371.3,31.2,2801
5.7,5.0,0.0016074497689800259,372.0,30.3,2901
5.4,4.2,0.0013139393472011737,372.8,30.6,3001
5.8,5.0,0.0016629774980182629,372.0,30.2,3101
5.2,4.7,0.0009822084638314253,372.3,30.8,3201
6.7,4.8,0.0016820903950795925,372.4,29.1,3301
4.5,5.2,0.0002857095166091052,371.8,31.5,3401
6.1,4.4,0.002063968734397281,372.6,29.9,3501
5.4,5.7,0.0013729179599212935,372.3,29.6,3601
5.4,4.6,0.0014391636435898709,372.4,30.6,3701
