FN,FP,TN,TP,sr
26.4,16.3,360.7,9.6,101
13.6,8.1,368.9,22.4,201
15.7,3.4,373.6,20.3,301
7.9,7.8,369.2,28.1,401
11.0,5.9,371.1,25.0,501
9.5,7.3,369.7,26.5,601
8.9,6.6,370.4,27.1,701
8.0,5.7,371.3,28.0,801
8.5,7.9,369.1,27.5,901
7.1,8.1,368.9,28.9,1001
8.9,6.1,370.9,27.1,1101
9.1,5.1,371.9,26.9,1201
8.2,5.6,371.4,27.8,1301
7.4,4.1,372.9,28.6,1401
6.2,4.9,372.1,29.8,1501
6.8,5.3,371.7,29.2,1601
8.0,4.9,372.1,28.0,1701
6.0,4.8,372.2,30.0,1801
5.6,6.2,370.8,30.4,1901
6.8,5.8,371.2,29.2,2001
6.7,5.3,371.7,29.3,2101
5.9,5.6,371.4,30.1,2201
7.3,4.8,372.2,28.7,2301
5.8,4.7,372.3,30.2,2401
5.5,3.7,373.3,30.5,2501
5.5,4.5,372.5,30.5,2601
6.2,4.2,372.8,29.8,2701
6.5,4.0,373.0,29.5,2801
5.9,4.1,372.9,30.1,2901
6.6,4.3,372.7,29.4,3001
5.9,4.9,372.1,30.1,3101
5.8,3.1,373.9,30.2,3201
4.9,4.0,373.6,30.5,3301
6.0,3.4,373.6,30.0,3401
4.5,3.4,373.6,31.5,3501
5.2,3.6,374.4,29.8,3601
5.0,3.5,373.5,31.0,3701
