FN,FP,TN,TP,sr
10.7,12.7,364.3,25.3,101
10.5,6.9,370.1,25.5,201
8.7,8.9,368.1,27.3,301
7.9,6.8,370.2,28.1,401
8.7,9.3,367.7,27.3,501
8.8,7.1,369.9,27.2,601
9.7,9.4,367.6,26.3,701
7.8,6.0,371.0,28.2,801
6.0,6.3,370.7,30.0,901
7.6,7.7,369.3,28.4,1001
6.3,7.1,369.9,29.7,1101
7.2,7.4,369.6,28.8,1201
6.2,7.5,369.5,29.8,1301
8.1,5.9,371.1,27.9,1401
6.5,6.7,370.3,29.5,1501
6.0,7.0,370.0,30.0,1601
6.6,6.3,370.7,29.4,1701
6.1,5.9,371.1,29.9,1801
6.4,5.5,371.5,29.6,1901
5.4,4.9,372.1,30.6,2001
5.4,6.6,370.4,30.6,2101
6.2,5.6,371.4,29.8,2201
5.1,5.0,372.0,30.9,2301
5.9,5.1,371.9,30.1,2401
4.3,5.7,371.3,31.7,2501
6.4,5.0,372.0,29.6,2601
4.9,4.7,372.3,31.1,2701
5.8,5.4,371.6,30.2,2801
5.8,5.4,371.6,30.2,2901
5.8,5.0,372.0,30.2,3001
6.4,4.0,373.0,29.6,3101
5.8,5.4,371.6,30.2,3201
4.9,4.1,373.5,30.5,3301
4.9,5.3,371.7,31.1,3401
5.0,4.9,372.1,31.0,3501
4.6,4.4,373.6,30.4,3601
5.0,3.6,373.4,31.0,3701
