FN,FP,TN,TP,sr
31.0,16.1,360.9,5.0,101
17.6,9.0,368.0,18.4,201
7.7,12.3,364.7,28.3,301
9.4,6.7,370.3,26.6,401
8.4,6.1,370.9,27.6,501
8.3,5.5,371.5,27.7,601
8.9,5.5,371.5,27.1,701
7.8,6.5,370.5,28.2,801
6.8,6.7,370.3,29.2,901
5.6,5.9,371.1,30.4,1001
5.5,6.7,370.3,30.5,1101
8.2,6.7,370.3,27.8,1201
7.0,5.0,372.0,29.0,1301
6.6,7.8,369.2,29.4,1401
6.1,5.7,371.3,29.9,1501
7.0,4.6,372.4,29.0,1601
8.4,5.5,371.5,27.6,1701
7.2,5.6,371.4,28.8,1801
6.3,5.3,371.7,29.7,1901
8.4,5.6,371.4,27.6,2001
5.8,3.5,373.5,30.2,2101
6.4,4.7,372.3,29.6,2201
6.8,3.7,373.3,29.2,2301
6.3,3.3,373.7,29.7,2401
5.2,4.6,372.4,30.8,2501
6.0,3.6,373.4,30.0,2601
5.5,4.1,372.9,30.5,2701
5.1,5.0,372.0,30.9,2801
5.3,4.8,372.2,30.7,2901
5.4,4.8,372.2,30.6,3001
5.6,4.6,372.4,30.4,3101
5.7,5.2,371.8,30.3,3201
5.1,3.5,374.1,30.3,3301
5.7,3.2,373.8,30.3,3401
5.4,3.0,374.0,30.6,3501
5.2,3.8,374.2,29.8,3601
5.1,3.3,373.7,30.9,3701
