FN,FP,TN,TP,sr
32.3,16.6,360.4,3.7,101
14.2,6.6,370.4,21.8,201
10.9,6.8,370.2,25.1,301
10.5,6.5,370.5,25.5,401
8.2,9.4,367.6,27.8,501
7.3,7.5,369.5,28.7,601
8.0,6.8,370.2,28.0,701
8.6,4.6,372.4,27.4,801
7.6,7.4,369.6,28.4,901
8.6,5.9,371.1,27.4,1001
8.3,5.3,371.7,27.7,1101
7.6,6.8,370.2,28.4,1201
6.6,6.1,370.9,29.4,1301
6.1,5.9,371.1,29.9,1401
6.7,3.7,373.3,29.3,1501
7.8,4.5,372.5,28.2,1601
7.0,4.8,372.2,29.0,1701
6.6,4.1,372.9,29.4,1801
7.5,4.8,372.2,28.5,1901
7.1,4.9,372.1,28.9,2001
6.6,3.6,373.4,29.4,2101
6.8,6.0,371.0,29.2,2201
5.3,4.3,372.7,30.7,2301
7.5,5.3,371.7,28.5,2401
6.0,4.1,372.9,30.0,2501
5.4,3.9,373.1,30.6,2601
5.3,4.6,372.4,30.7,2701
5.1,5.8,371.2,30.9,2801
5.2,5.3,371.7,30.8,2901
4.8,4.0,373.0,31.2,3001
5.0,3.0,374.0,31.0,3101
4.2,3.9,373.1,31.8,3201
6.0,3.8,373.7,29.5,3301
4.5,4.3,372.7,31.5,3401
4.5,4.4,372.6,31.5,3501
3.7,3.3,374.7,31.3,3601
4.3,3.5,373.5,31.7,3701
