FN,FP,TN,TP,sr
30.0,21.4,355.6,6.0,101
19.0,11.8,365.2,17.0,201
8.7,7.3,369.7,27.3,301
8.7,8.0,369.0,27.3,401
8.5,6.1,370.9,27.5,501
7.3,6.7,370.3,28.7,601
7.0,8.0,369.0,29.0,701
7.5,7.8,369.2,28.5,801
5.8,7.9,369.1,30.2,901
9.1,6.0,371.0,26.9,1001
9.0,5.3,371.7,27.0,1101
8.4,6.3,370.7,27.6,1201
8.8,7.3,369.7,27.2,1301
7.7,6.0,371.0,28.3,1401
6.5,4.2,372.8,29.5,1501
8.1,6.7,370.3,27.9,1601
7.1,3.2,373.8,28.9,1701
6.7,4.1,372.9,29.3,1801
7.0,4.9,372.1,29.0,1901
6.2,4.7,372.3,29.8,2001
6.8,4.3,372.7,29.2,2101
5.7,4.5,372.5,30.3,2201
7.3,3.8,373.2,28.7,2301
5.8,3.6,373.4,30.2,2401
6.3,5.1,371.9,29.7,2501
6.4,4.2,372.8,29.6,2601
6.9,3.8,373.2,29.1,2701
5.6,4.0,373.0,30.4,2801
5.2,4.2,372.8,30.8,2901
5.9,3.7,373.3,30.1,3001
5.5,4.5,372.5,30.5,3101
4.2,4.6,372.4,31.8,3201
4.5,3.9,373.8,30.8,3301
4.8,4.3,372.7,31.2,3401
4.2,4.7,372.3,31.8,3501
4.6,3.8,374.2,30.4,3601
4.2,3.7,373.3,31.8,3701
