FN,FP,MSE,TN,TP,sr
17.0,23.0,0.005007964001581261,354.0,19.0,101
9.0,7.7,0.002083233078285946,369.3,27.0,201
8.4,8.5,0.002046419446163287,368.5,27.6,301
8.6,7.0,0.002172992686373305,370.0,27.4,401
9.0,5.0,0.001191014874155959,372.0,27.0,501
7.2,7.4,0.0016304840033493507,369.6,28.8,601
9.7,6.9,0.0023978555683712294,370.1,26.3,701
9.0,5.6,0.0021388923058008338,371.4,27.0,801
7.8,6.4,0.001307850312691407,370.6,28.2,901
8.4,6.3,0.0016783643820724417,370.7,27.6,1001
8.0,8.7,0.0022492866366034996,368.3,28.0,1101
6.8,5.5,0.0013724154972647453,371.5,29.2,1201
5.4,6.6,0.0028539688302460916,370.4,30.6,1301
6.5,6.4,0.0013599657590697856,370.6,29.5,1401
5.6,5.6,0.0018407943009151502,371.4,30.4,1501
5.3,6.0,0.0010062866199236902,371.0,30.7,1601
8.1,5.0,0.001878093195792352,372.0,27.9,1701
7.3,5.5,0.003190300325436709,371.5,28.7,1801
7.4,6.3,0.001578980423430569,370.7,28.6,1901
5.8,4.5,0.0012894690452280057,372.5,30.2,2001
5.5,4.6,0.0013791707053820196,372.4,30.5,2101
5.4,6.3,0.0011709841395939515,370.7,30.6,2201
5.6,5.9,0.001964800866843387,371.1,30.4,2301
6.5,5.6,0.0011892552164555468,371.4,29.5,2401
5.2,6.1,0.0015094102307151346,370.9,30.8,2501
5.0,5.7,0.0013671964945205122,371.3,31.0,2601
4.5,6.7,0.0011813570947380356,370.3,31.5,2701
5.3,5.4,0.0016299812326067676,371.6,30.7,2801
5.7,4.9,0.0019504299825562252,372.1,30.3,2901
5.9,6.1,0.0017173089958862982,370.9,30.1,3001
6.6,4.5,0.0007803024993955366,372.5,29.4,3101
5.5,6.1,0.0015822226385828046,370.9,30.5,3201
3.2,4.6,0.0011215733023497597,372.7,32.5,3301
4.5,4.4,0.0013823531824298148,372.6,31.5,3401
5.5,4.4,0.0008914812090468419,372.6,30.5,3501
6.0,3.3,0.00139049780955633,374.7,29.0,3601
5.6,3.9,0.0011770067262306988,373.1,30.4,3701
