FN,FP,TN,TP,sr
11.9,11.8,365.2,24.1,101
11.7,9.4,367.6,24.3,201
8.4,8.3,368.7,27.6,301
9.2,8.9,368.1,26.8,401
9.5,8.0,369.0,26.5,501
9.2,6.3,370.7,26.8,601
9.5,7.5,369.5,26.5,701
7.4,7.5,369.5,28.6,801
8.1,7.8,369.2,27.9,901
7.7,7.5,369.5,28.3,1001
7.4,5.7,371.3,28.6,1101
6.8,5.8,371.2,29.2,1201
7.2,6.1,370.9,28.8,1301
6.2,5.6,371.4,29.8,1401
7.0,5.4,371.6,29.0,1501
6.0,5.6,371.4,30.0,1601
7.3,4.5,372.5,28.7,1701
5.7,4.9,372.1,30.3,1801
6.9,6.0,371.0,29.1,1901
5.0,4.9,372.1,31.0,2001
6.2,3.7,373.3,29.8,2101
5.8,3.9,373.1,30.2,2201
6.4,5.0,372.0,29.6,2301
5.1,6.1,370.9,30.9,2401
4.6,5.6,371.4,31.4,2501
5.0,6.2,370.8,31.0,2601
5.2,5.9,371.1,30.8,2701
5.3,4.2,372.8,30.7,2801
4.4,4.9,372.1,31.6,2901
5.0,4.4,372.6,31.0,3001
5.0,4.6,372.4,31.0,3101
5.2,3.9,373.1,30.8,3201
4.8,4.6,372.9,30.7,3301
5.3,5.4,371.6,30.7,3401
4.8,4.3,372.7,31.2,3501
4.8,4.9,373.1,30.2,3601
6.1,3.8,373.2,29.9,3701
