FN,FP,TN,TP,sr
35.1,9.4,367.6,0.9,101
25.4,3.1,373.9,10.6,201
8.8,8.4,368.6,27.2,301
9.3,8.1,368.9,26.7,401
8.6,7.8,369.2,27.4,501
9.8,5.0,372.0,26.2,601
4.7,8.9,368.1,31.3,701
8.3,6.3,370.7,27.7,801
7.9,6.6,370.4,28.1,901
8.7,6.8,370.2,27.3,1001
6.0,7.7,369.3,30.0,1101
5.5,7.0,370.0,30.5,1201
7.3,5.2,371.8,28.7,1301
7.0,6.8,370.2,29.0,1401
7.1,6.7,370.3,28.9,1501
5.9,7.0,370.0,30.1,1601
6.4,5.3,371.7,29.6,1701
6.6,6.2,370.8,29.4,1801
5.3,7.3,369.7,30.7,1901
7.8,4.0,373.0,28.2,2001
6.9,6.1,370.9,29.1,2101
7.5,9.2,367.8,28.5,2201
7.0,6.6,370.4,29.0,2301
6.8,5.6,371.4,29.2,2401
6.1,6.8,370.2,29.9,2501
8.2,4.9,372.1,27.8,2601
6.6,5.5,371.5,29.4,2701
7.5,5.6,371.4,28.5,2801
6.8,6.1,370.9,29.2,2901
7.0,6.6,370.4,29.0,3001
8.7,6.2,370.8,27.3,3101
6.6,6.0,371.0,29.4,3201
6.2,5.2,372.4,29.2,3301
4.9,7.3,369.7,31.1,3401
5.9,6.6,370.4,30.1,3501
7.6,6.8,371.2,27.4,3601
6.4,7.6,369.4,29.6,3701
