FN,FP,TN,TP,sr
26.6,5.7,371.3,9.4,101
12.6,6.2,370.8,23.4,201
9.4,7.9,369.1,26.6,301
8.0,8.7,368.3,28.0,401
8.1,6.7,370.3,27.9,501
8.8,5.8,371.2,27.2,601
10.6,6.8,370.2,25.4,701
7.8,6.4,370.6,28.2,801
8.1,5.9,371.1,27.9,901
7.1,5.5,371.5,28.9,1001
7.7,6.8,370.2,28.3,1101
6.3,6.3,370.7,29.7,1201
5.8,5.5,371.5,30.2,1301
8.4,6.1,370.9,27.6,1401
7.8,5.2,371.8,28.2,1501
7.0,5.7,371.3,29.0,1601
6.7,6.5,370.5,29.3,1701
6.9,5.3,371.7,29.1,1801
8.0,4.1,372.9,28.0,1901
5.4,3.7,373.3,30.6,2001
4.8,4.5,372.5,31.2,2101
7.0,4.7,372.3,29.0,2201
6.4,4.7,372.3,29.6,2301
5.0,5.0,372.0,31.0,2401
6.9,3.8,373.2,29.1,2501
5.2,5.4,371.6,30.8,2601
6.1,4.3,372.7,29.9,2701
5.6,5.4,371.6,30.4,2801
3.9,4.4,372.6,32.1,2901
5.1,3.8,373.2,30.9,3001
5.8,4.4,372.6,30.2,3101
5.7,4.7,372.3,30.3,3201
5.5,3.3,373.9,30.3,3301
3.7,4.7,372.3,32.3,3401
6.4,4.9,372.1,29.6,3501
4.9,4.1,373.9,30.1,3601
6.2,3.1,373.9,29.8,3701
